"line","YDHPL","PLHA","DF","SW100","TSW","POM"
"DAN_063",722.8974854124,17.4199015960642,32.2401035397323,23.2596661586517,117.402368498296,3.56037460246463
"DAN_064",971.34986804745,14.4602896061212,33.6135796961614,31.4858319352862,73.5833856675969,5.71501601954908
"DAN_065",744.269923195216,44.3110481319732,30.7520112934928,23.8368836001193,148.582092493818,9.7654101156068
"DAN_066",870.889032420774,30.9226353474958,33.2415532192652,31.0630629543687,162.869862508762,5.24362270311326
"DAN_067",655.335389595609,11.2827163484274,30.6820116429656,13.5356648504668,30.9434273075653,1.91202570016906
"DAN_068",913.04842014664,37.6164480387061,31.3546463197434,30.8987123631595,209.564671115294,8.17220723043876
"DAN_070",726.905774216131,31.6132351531904,31.1473720465634,28.1229032543433,133.724746131251,5.97890328068276
"DAZ_001",799.739402508269,50.8885815449789,30.3368807023954,36.4903351673543,206.149162153889,9.98915606463372
"DAZ_002",850.250955414752,42.7626911382729,30.6157197336675,32.1605678812443,206.720327018118,9.07485302151156
"DAZ_003",824.968767447315,46.0340849297653,30.1891053313992,25.9109095538074,189.27105573532,9.68781748433316
"DAZ_004",798.244981796464,38.1942752104919,30.8016228345479,38.1685543079458,218.135180810401,9.0922957468925
"DAZ_005",725.639753913294,48.4777665020997,30.1501073297296,35.498733498619,194.028222295318,7.27242836750762
"DAZ_006",783.232318021736,33.8133696738377,31.8466416722428,34.0150139021717,151.603651391658,8.28527860566959
"DIACOL_CALIMA",715.098786027411,44.8815655434137,31.1828426622899,31.1336799945926,166.961950234294,8.43255373730228
"DICTA_17",1011.58786264302,53.9077145121579,33.4782445057843,29.1098651457921,343.829390174829,10.0123235063355
"DOR_364",821.497244382356,42.6861735065632,NA,19.6405147083086,204.002931592806,9.21858761774582
"DOR_390",801.742249067601,33.3938711755195,NA,18.4455388474797,157.540999833099,7.13836392348362
"DOR_500",792.579889658201,45.9299914777293,NA,18.4270918341588,205.331583631306,8.08880488481218
"DRK_149",916.875706591225,41.2693716938027,31.0014799304141,37.5712574855797,204.317433742528,10.3546838563581
"ICA_CALIMA",770.577288626983,39.399136673499,31.7246010563098,33.6220793948583,155.42528987439,7.92860014102159
"KAT_B1",837.119044072496,56.0080801477262,29.3378729326876,30.5858575120245,254.498944344469,11.0470154578321
"KAT_B9",712.173667182363,48.5287390920783,30.4647087748734,27.2410723092114,158.776004341192,9.2446864947886
"LPA_146",589.946610591127,43.4335976051035,33.9177273839571,33.3229815505748,97.1565940269046,7.46995349635144
"LPA_435",638.370781069244,43.2367886473247,31.1336377052276,35.621949589725,125.213139267586,5.94406290932295
"LPA_499",764.707833517737,44.9091660619075,32.7582993381228,32.5026789620733,182.663055052648,9.54270798718566
"LPA_512",872.47298471787,34.4084925976061,32.6511984006953,36.1613733707002,169.879120027959,8.14115880759461
"LPA_610",880.992801677454,37.0001441901891,31.0837539397915,32.1695888412116,193.01231247432,9.1012722057704
"LPA_732",969.73440783286,36.4461673771787,30.2861719968945,39.3796033299179,199.787042003066,9.12925440818747
"LPA_770",771.035713714712,67.8891033022299,31.3618249442313,39.5721703376752,256.827904734546,9.22702419445746
"LPA_777",766.567107748652,38.7992393838652,31.2775716943185,35.6721418492486,156.056852800612,7.28234052592948
"LPA_778",807.634970033788,25.1080374677034,32.3634950606324,34.481391076841,139.172743665697,5.63993716578223
"LYAMUNGO_85",674.442260790937,27.4966769143876,NA,34.0287356675043,101.803468718292,5.35572939703197
"MIB_465",690.757115027506,29.0659597614514,33.4695882330973,18.5707872937837,70.1701489630022,6.99690673661528
"NATAL_SUGAR",691.924427867676,27.1958007642477,33.7455977060703,29.750974808153,118.794176856727,4.81736965074242
"NDZ_001",986.786129715387,11.3750642136885,30.7122382534954,13.1383808407458,60.6975528760176,1.74621822078844
"NDZ_003",799.457697091126,45.4251463044607,30.9193835068911,38.7063332695042,186.023543916251,10.0372391188689
"NDZ_004",817.216826433955,52.2458613028895,31.0092580675371,27.8741335850502,222.603785560462,10.0391516861623
"NDZ_005",823.192448667605,50.5297035821043,30.9760773890532,34.2470419444332,224.839635495931,9.38183505795053
"NDZ_006",817.471222512664,31.0283788772919,30.3282082630818,34.9064475314412,179.352056343648,8.63021281832123
"NDZ_007",840.236812625599,33.9376337482105,30.7135099525805,36.347580971131,167.752922494617,9.07596597467081
"NDZ_009",604.547127987008,54.3274756160126,31.3646162472903,31.7922733960681,146.648732191657,8.37300554905322
"NDZ_010",756.834628817322,47.0493921178043,30.6889812997427,29.9232915288296,176.494662870741,9.31444081864202
"NDZ_011",993.887831569751,20.4957185267056,32.0931082493234,35.6447460699752,110.840184247799,8.82764593085762
"NDZ_012",773.339191333322,52.9942018884155,30.9626244515566,30.2761785525031,213.31633432738,10.3191782417195
"NDZ_013",672.618625569639,38.6784604310728,32.3883419244362,27.2092034944587,116.390095443575,8.37225011096707
"NUA_035",816.433144737766,27.2150871995959,31.7603721688011,36.0139304056111,127.611540358193,6.4949199479682
"NUA_184",721.733655315727,17.5759809745764,NA,29.1432399691825,13.8506630056478,3.46168690831748
"NUA_230",577.785116660798,46.0564073352276,33.1666628887682,32.6548497190125,84.4517564104698,5.56430066785295
"NUA_291",668.245175661521,24.674158460672,NA,23.7605316657084,124.776977435607,3.54784661615975
"NUA_398",728.256065691147,42.2308083081548,31.3823536179517,34.0396220259827,154.540654919513,9.15230367969826
"NUA_430",669.706733348968,41.4002672155735,31.5769530884988,36.0388074811963,135.619464374237,7.26446124040106
"PVA_773",872.807574642142,23.7378206464296,NA,34.0900838281791,118.854170433344,6.62475062634617
"RAA_021",812.048710597546,39.8784872231673,33.0155747678706,32.7309575357777,174.018188881818,9.0918110401573
"RAA_030",854.207704268404,49.4034724300348,32.5445157611714,33.3411884831173,240.083813401348,10.3718258410192
"RAA_034",957.512740782222,34.2227398221372,32.5375357801157,27.4663074810408,208.461228066375,8.74895433069711
"RED_CANADIAN_WONDER",669.414951911229,30.2427278859499,30.4458237997852,22.9778935222915,134.061095747943,3.96746599193901
"RMX_019",637.784101052472,30.1352999565964,34.2920591719764,32.8506426745871,76.1492317411663,5.66027285024671
"SAA_015",860.595849061048,37.7468396977245,31.3289505106411,35.5730891471981,189.394369343956,7.82462876935605
"SAA_017",781.323960260699,44.2730630024975,31.3214676084754,35.5231745926398,180.79780203791,10.0662805420395
"SAA_020",755.866296961013,47.0636195636573,31.3252988053849,33.778257368476,149.80164538355,9.40945629579148
"SAA_021",789.418393466973,52.5702821184656,30.7893910847701,33.8744358778671,245.667750261795,8.51729490030658
"SAB_259",737.985525362979,60.0949511957593,31.1463503366344,26.5731532268781,231.950268815313,10.9385479115515
"SAB_516",805.296623285331,42.0876556854744,31.0000909339206,34.7366180927453,192.661535729469,7.7702196514397
"SAB_560",851.761172341802,47.6702921132734,30.8675339153647,30.0464051411814,251.583930449334,10.1695913396925
"SAB_568",876.33023692377,41.7636072444694,31.6036629376036,35.0254183970702,203.493021422921,9.68916826557889
"SAB_576",722.169976455928,46.6068838759831,30.748485238551,33.113270921862,161.305777764132,8.33035636118857
"SAB_626",750.784973382145,52.9539314510003,31.0074832995679,33.9687444713997,209.802537762421,9.84521801760191
"SAB_659",836.654823942216,54.6403078035117,30.1235711121891,36.5239355259309,256.27103405923,10.104882545434
"SAB_712",873.01986267353,58.5316774465552,30.8741576798418,32.8896741233169,298.142843910768,9.54758598355487
"SAP_001-16",890.057709416352,58.8307875935346,30.4924334683925,34.3831937126111,309.361116794015,10.0675459637159
"SEC_035",866.384828475013,62.1941264852967,33.8437985404113,24.2278610895134,327.956679729206,10.2616942609541
"SEF_060",918.722886167743,60.0904374245423,30.2592670423988,22.7428181250556,342.511530247629,11.4860646560392
"SEN_056",850.100222256566,59.4604785896484,32.9047727765038,28.2387186791745,271.166877572543,10.5879430428456
"SEQ_1003",910.167932368251,49.6768398530103,33.1028677903971,30.7544322764168,252.732873318553,10.2018088950821
"SEQ_1004",934.124749761715,48.4400212597048,32.8062734209038,35.4611532075636,263.251927606318,9.76122869193106
"SEQ_1006",839.643140596721,49.1249022030836,30.2103870884798,40.1867973722813,217.149510147561,11.6173488555211
"SEQ_1027",923.797179144603,34.8746365251911,30.4166107284298,33.156354321701,210.836751016579,7.87080530082718
"SER_118",854.803278708554,37.5488212947282,34.3291059746716,18.6008061386379,185.584837635946,8.80331688766457
"SUG_131",657.978928829918,26.1833576570336,33.952270236426,30.2735738803298,117.455090224142,4.22737616210001
"TIO_CANELA_75",888.620378101241,64.9493766047949,31.7995163893025,19.0762236352714,361.186948009352,11.2889960952237
