"line","YDHPL","PLHA","SW100","TSW","POM"
"SCR_016",NA,NA,NA,NA,NA
"SCR_022",NA,NA,NA,NA,NA
"SCR_023",NA,NA,NA,NA,NA
"SCR_040",NA,NA,NA,NA,NA
"SCR_045",NA,NA,NA,NA,NA
"SCR_047",NA,NA,NA,NA,NA
"SCR_055",NA,NA,NA,NA,NA
"SCR_056",NA,NA,NA,NA,NA
"SCR_061",NA,NA,NA,NA,NA
"SCR_066",NA,NA,NA,NA,NA
"SCR_069",NA,NA,NA,NA,NA
"SCR_070",NA,NA,NA,NA,NA
"SCR_076",NA,NA,NA,NA,NA
"SEA_005",NA,NA,NA,NA,NA
"SEC_034",NA,NA,NA,NA,NA
"SEC_035",NA,NA,NA,NA,NA
"SEC_036",NA,NA,NA,NA,NA
"SEC_038",NA,NA,NA,NA,NA
"SEC_039",NA,NA,NA,NA,NA
"SEC_040",NA,NA,NA,NA,NA
"SEC_042",NA,NA,NA,NA,NA
"SEC_045",NA,NA,NA,NA,NA
"SEC_046",NA,NA,NA,NA,NA
"SEC_047",NA,NA,NA,NA,NA
"SEC_048",NA,NA,NA,NA,NA
"SEC_049",NA,NA,NA,NA,NA
"SEC_050",NA,NA,NA,NA,NA
"SEC_051",NA,NA,NA,NA,NA
"SEC_052",NA,NA,NA,NA,NA
"SEC_053",NA,NA,NA,NA,NA
"SEC_054",NA,NA,NA,NA,NA
"SEC_055",NA,NA,NA,NA,NA
"SEC_056",NA,NA,NA,NA,NA
"SEC_057",NA,NA,NA,NA,NA
"SEC_058",NA,NA,NA,NA,NA
"SEC_059",NA,NA,NA,NA,NA
"SEC_060",NA,NA,NA,NA,NA
"SEC_061",NA,NA,NA,NA,NA
"SEC_062",NA,NA,NA,NA,NA
"SEF_009",NA,NA,NA,NA,NA
"SEF_010",NA,NA,NA,NA,NA
"SEF_012",NA,NA,NA,NA,NA
"SEF_014",NA,NA,NA,NA,NA
"SEF_015",NA,NA,NA,NA,NA
"SEF_016",NA,NA,NA,NA,NA
"SEF_028",NA,NA,NA,NA,NA
"SEF_029",NA,NA,NA,NA,NA
"SEF_045",NA,NA,NA,NA,NA
"SEF_060",2180.59185809658,32.109036080595,25.4279778187694,420.382526919226,13.9183461745377
"SEN_034",NA,NA,NA,NA,NA
"SEN_037",NA,NA,NA,NA,NA
"SEN_046",NA,NA,NA,NA,NA
"SEN_053",NA,NA,NA,NA,NA
"SEN_056",2510.41031495776,33.5964256572951,26.6733865390664,533.011992618745,13.4504219050054
"SEN_101",NA,NA,NA,NA,NA
"SEN_102",NA,NA,NA,NA,NA
"SEN_103",NA,NA,NA,NA,NA
"SEN_104",NA,NA,NA,NA,NA
"SEN_105",NA,NA,NA,NA,NA
"SEN_106",NA,NA,NA,NA,NA
"SEN_107",NA,NA,NA,NA,NA
"SEN_108",NA,NA,NA,NA,NA
"SEN_109",NA,NA,NA,NA,NA
"SEN_110",NA,NA,NA,NA,NA
"SEN_111",NA,NA,NA,NA,NA
"SEN_112",NA,NA,NA,NA,NA
"SEN_113",NA,NA,NA,NA,NA
"SEN_114",NA,NA,NA,NA,NA
"SEN_115",NA,NA,NA,NA,NA
"SEN_116",NA,NA,NA,NA,NA
"SEN_117",NA,NA,NA,NA,NA
"SEN_118",NA,NA,NA,NA,NA
"SEN_119",NA,NA,NA,NA,NA
"SEN_120",NA,NA,NA,NA,NA
"SEN_121",NA,NA,NA,NA,NA
"SEN_122",NA,NA,NA,NA,NA
"SEQ_011",NA,NA,NA,NA,NA
"SEQ_1003",2492.80378937799,22.2996058760793,33.3571450591013,300.685375650954,13.3303985627495
"SEQ_1004",1965.91397731394,35.4940153306772,37.1273956674344,423.252198340329,13.2549491644158
"SEQ_1006",2489.30816465533,21.3193274290835,40.8362479263033,313.61989499574,12.6941599456189
"SEQ_1027",2657.56167082239,20.3725592803072,31.8085292685173,308.514594632627,13.2519473182287
"SER_008",NA,NA,NA,NA,NA
"SER_014",NA,NA,NA,NA,NA
"SER_015",NA,NA,NA,NA,NA
"SER_016",NA,NA,NA,NA,NA
"SER_019",NA,NA,NA,NA,NA
"SER_020",NA,NA,NA,NA,NA
"SER_021",NA,NA,NA,NA,NA
"SER_022",NA,NA,NA,NA,NA
"SER_023",NA,NA,NA,NA,NA
"SER_024",NA,NA,NA,NA,NA
"SER_028",NA,NA,NA,NA,NA
"SER_095",NA,NA,NA,NA,NA
"SER_118",2360.77922856445,33.5713670790051,25.5666318643679,472.551405215091,14.0865949993477
"SER_125",NA,NA,NA,NA,NA
"SER_313",NA,NA,NA,NA,NA
"SER_325",NA,NA,NA,NA,NA
"SER_326",NA,NA,NA,NA,NA
"SER_327",NA,NA,NA,NA,NA
"SER_328",NA,NA,NA,NA,NA
"SER_329",NA,NA,NA,NA,NA
"SER_331",NA,NA,NA,NA,NA
"SER_333",NA,NA,NA,NA,NA
"SER_339",NA,NA,NA,NA,NA
"SER_346",NA,NA,NA,NA,NA
"SER_349",NA,NA,NA,NA,NA
"SER_350",NA,NA,NA,NA,NA
"SER_351",NA,NA,NA,NA,NA
"SER_353",NA,NA,NA,NA,NA
"SER_360",NA,NA,NA,NA,NA
"SER_364",NA,NA,NA,NA,NA
"SER_366",NA,NA,NA,NA,NA
"SER_373",NA,NA,NA,NA,NA
"SER_377",NA,NA,NA,NA,NA
"SER_379",NA,NA,NA,NA,NA
"SER_380",NA,NA,NA,NA,NA
"SER_381",NA,NA,NA,NA,NA
"SER_382",NA,NA,NA,NA,NA
"SER_383",NA,NA,NA,NA,NA
"SER_384",NA,NA,NA,NA,NA
"SER_385",NA,NA,NA,NA,NA
"SER_386",NA,NA,NA,NA,NA
"SER_387",NA,NA,NA,NA,NA
"SER_388",NA,NA,NA,NA,NA
"SER_389",NA,NA,NA,NA,NA
"SER_390",NA,NA,NA,NA,NA
"SER_391",NA,NA,NA,NA,NA
"SIN_524",NA,NA,NA,NA,NA
"SIN_525",NA,NA,NA,NA,NA
"SIN_526",NA,NA,NA,NA,NA
"SIN_527",NA,NA,NA,NA,NA
"SMC_033",NA,NA,NA,NA,NA
"SMC_041",NA,NA,NA,NA,NA
"SMC_101",NA,NA,NA,NA,NA
"SMC_137",NA,NA,NA,NA,NA
"SMC_140",NA,NA,NA,NA,NA
"SMC_141",NA,NA,NA,NA,NA
"SMC_142",NA,NA,NA,NA,NA
"SMC_143",NA,NA,NA,NA,NA
"SMC_146",NA,NA,NA,NA,NA
"SMC_151",NA,NA,NA,NA,NA
"SMC_155",NA,NA,NA,NA,NA
"SMC_157",NA,NA,NA,NA,NA
"SMC_158",NA,NA,NA,NA,NA
"SMC_159",NA,NA,NA,NA,NA
"SMC_162",NA,NA,NA,NA,NA
"SMC_163",NA,NA,NA,NA,NA
"SMC_164",NA,NA,NA,NA,NA
"SMC_165",NA,NA,NA,NA,NA
"SMC_166",NA,NA,NA,NA,NA
"SMC_167",NA,NA,NA,NA,NA
"SMC_168",NA,NA,NA,NA,NA
"SMC_169",NA,NA,NA,NA,NA
"SMC_170",NA,NA,NA,NA,NA
"SMC_171",NA,NA,NA,NA,NA
"SMC_172",NA,NA,NA,NA,NA
"SMC_173",NA,NA,NA,NA,NA
"SMC_174",NA,NA,NA,NA,NA
"SMC_175",NA,NA,NA,NA,NA
"SMC_176",NA,NA,NA,NA,NA
"SMC_177",NA,NA,NA,NA,NA
"SMC_178",NA,NA,NA,NA,NA
"SMC_179",NA,NA,NA,NA,NA
"SMC_180",NA,NA,NA,NA,NA
"SMC_181",NA,NA,NA,NA,NA
"SMC_182",NA,NA,NA,NA,NA
"SMC_183",NA,NA,NA,NA,NA
"SMC_184",NA,NA,NA,NA,NA
"SMC_185",NA,NA,NA,NA,NA
"SMC_186",NA,NA,NA,NA,NA
"SMC_187",NA,NA,NA,NA,NA
"SMC_188",NA,NA,NA,NA,NA
"SMC_189",NA,NA,NA,NA,NA
"SMC_190",NA,NA,NA,NA,NA
"SMC_191",NA,NA,NA,NA,NA
"SMC_192",NA,NA,NA,NA,NA
"SMC_193",NA,NA,NA,NA,NA
"SMC_194",NA,NA,NA,NA,NA
"SMC_195",NA,NA,NA,NA,NA
"SMC_196",NA,NA,NA,NA,NA
"SMC_197",NA,NA,NA,NA,NA
"SMC_198",NA,NA,NA,NA,NA
"SMC_199",NA,NA,NA,NA,NA
"SMC_200",NA,NA,NA,NA,NA
"SMC_201",NA,NA,NA,NA,NA
"SMC_202",NA,NA,NA,NA,NA
"SMC_203",NA,NA,NA,NA,NA
"SMC_204",NA,NA,NA,NA,NA
"SMC_205",NA,NA,NA,NA,NA
"SMC_206",NA,NA,NA,NA,NA
"SMC_207",NA,NA,NA,NA,NA
"SMC_208",NA,NA,NA,NA,NA
"SMC_209",NA,NA,NA,NA,NA
"SMC_210",NA,NA,NA,NA,NA
"SMC_211",NA,NA,NA,NA,NA
"SMN_039",NA,NA,NA,NA,NA
"SMN_057",NA,NA,NA,NA,NA
"SMN_058",NA,NA,NA,NA,NA
"SMN_059",NA,NA,NA,NA,NA
"SMN_060",NA,NA,NA,NA,NA
"SMN_061",NA,NA,NA,NA,NA
"SMN_062",NA,NA,NA,NA,NA
"SMN_063",NA,NA,NA,NA,NA
"SMN_064",NA,NA,NA,NA,NA
"SMN_065",NA,NA,NA,NA,NA
"SMR_072",NA,NA,NA,NA,NA
"SMR_083",NA,NA,NA,NA,NA
"SMR_084",NA,NA,NA,NA,NA
"SMR_085",NA,NA,NA,NA,NA
"SMR_086",NA,NA,NA,NA,NA
"SMR_087",NA,NA,NA,NA,NA
"SMR_088",NA,NA,NA,NA,NA
"SMR_094",NA,NA,NA,NA,NA
"SMR_095",NA,NA,NA,NA,NA
"SMR_099",NA,NA,NA,NA,NA
"SMR_101",NA,NA,NA,NA,NA
"SMR_103",NA,NA,NA,NA,NA
"SMR_107",NA,NA,NA,NA,NA
"SMR_109",NA,NA,NA,NA,NA
"SMR_111",NA,NA,NA,NA,NA
"SMR_113",NA,NA,NA,NA,NA
"SMR_115",NA,NA,NA,NA,NA
"SMR_120",NA,NA,NA,NA,NA
"SMR_121",NA,NA,NA,NA,NA
"SMR_127",NA,NA,NA,NA,NA
"SMR_128",NA,NA,NA,NA,NA
"SMR_129",NA,NA,NA,NA,NA
"SMR_130",NA,NA,NA,NA,NA
"SMR_132",NA,NA,NA,NA,NA
"SMR_133",NA,NA,NA,NA,NA
"SMR_134",NA,NA,NA,NA,NA
"SMR_135",NA,NA,NA,NA,NA
"SMR_136",NA,NA,NA,NA,NA
"SMR_137",NA,NA,NA,NA,NA
"SMR_138",NA,NA,NA,NA,NA
"SMR_139",NA,NA,NA,NA,NA
"SMR_140",NA,NA,NA,NA,NA
"SMR_141",NA,NA,NA,NA,NA
"SMR_142",NA,NA,NA,NA,NA
"SMR_143",NA,NA,NA,NA,NA
"SMR_144",NA,NA,NA,NA,NA
"SMR_145",NA,NA,NA,NA,NA
"SMR_146",NA,NA,NA,NA,NA
"SMR_147",NA,NA,NA,NA,NA
"SMR_148",NA,NA,NA,NA,NA
"SMR_149",NA,NA,NA,NA,NA
"SMR_150",NA,NA,NA,NA,NA
"SMR_151",NA,NA,NA,NA,NA
"SMR_152",NA,NA,NA,NA,NA
"SMR_153",NA,NA,NA,NA,NA
"SMR_154",NA,NA,NA,NA,NA
"SMR_155",NA,NA,NA,NA,NA
"SMR_156",NA,NA,NA,NA,NA
"SMR_157",NA,NA,NA,NA,NA
"SMR_158",NA,NA,NA,NA,NA
"SMR_159",NA,NA,NA,NA,NA
"SUG_131",1732.39320464292,22.5180546938898,35.2370858412677,215.850529289334,12.8112930528565
"SXB_412",NA,NA,NA,NA,NA
"TIO_CANELA_75",1999.6236357162,39.8201730977229,19.1848395601646,481.492159962822,15.6043004005517
"USA_063",NA,NA,NA,NA,NA
"USA_077",NA,NA,NA,NA,NA
