"line","YDHPL","PLHA","SW100","TSW","POM"
"DAB_534",2612.58322418803,18.1867825494766,39.0162818038631,267.576591955743,13.5773315145369
"DAB_541",2396.68735989081,19.2264348053518,34.95226087056,267.345319658425,14.4253438814013
"DAB_545",2357.99475191876,20.6845622083061,36.2747884090465,277.260138163062,13.6535372950545
"DAB_549",2662.85662993793,17.7366264288475,38.0856385412579,267.631199907364,13.6769264358376
"DAB_555",2336.29190315774,28.9462596624665,33.9812006426446,388.723233488423,12.9304346061766
"DAB_568",2264.63022715811,25.1513450271895,39.2605935405587,337.79065261823,13.9147583456692
"DAB_569",2336.1337457112,21.8703902671356,37.8165175066636,291.709892769217,12.9113477865631
"DAB_570",2121.29144671759,13.1869261156366,38.5563253191298,123.526682881328,12.9500470683846
"DAB_571",2373.46689792417,18.5018722659858,34.2204672819337,249.813739568178,13.7760552705753
"DAB_572",2250.14243894235,22.8923420421082,36.9633462309688,302.931184875397,13.5032883077151
"DAB_573",2262.83683527871,28.3493711609704,32.9955564100094,360.368297674807,13.3878381631754
"DAB_574",2203.20407565203,27.0425143265568,35.1792956287001,358.0772253574,13.1793490421994
"DAB_575",1739.97208776472,32.3047829424516,30.64904353735,319.367717609361,13.959611841491
"DAB_576",2111.89557656492,28.1735107532693,43.2934010759916,361.89081640243,13.242789312226
"DAB_577",2605.50061734665,23.48540675726,45.1571981869045,347.458212187865,13.6623284444281
"DAB_578",1775.94704249268,24.2336759323527,31.2366486540298,203.759241289696,14.0144652475118
"DAB_579",2367.13369371428,16.605908203614,38.5650190470419,229.582117875704,13.9443046814216
"DAB_580",2323.56791033306,16.2205889678603,36.7182780303416,218.795635804146,13.1477556834419
"DAB_581",1912.79631265514,10.3628428873877,33.1586773796972,87.4011949104711,12.8229111056215
"DAB_582",NA,NA,NA,NA,NA
"DAB_583",1683.42141903884,22.6980640726847,35.1102588818696,190.998524284957,12.6847705820143
"DAB_584",1871.64822336547,24.7825134336765,35.2491046903335,223.418945192826,12.3267936893311
"DAB_585",1673.14488910377,27.8575031159248,36.6557075115224,256.794001672446,13.5985769213779
"DAB_586",2265.15731618444,24.0246204740612,35.0693549043198,304.740900290725,14.1869314669925
"DAB_587",2102.45471270609,22.8988111920197,34.4122941266887,254.870212285328,13.4120497967294
"DAB_588",1928.02383072622,23.0464445839202,29.8018913966165,254.515026174858,13.3212471121939
"DAB_589",1841.32604748925,18.2338597174633,32.0350755511028,185.146040631163,12.9427118809423
"DAB_590",NA,NA,NA,NA,NA
"DAB_591",2769.03172579397,18.9013449634482,37.6228829895442,268.981288457263,12.9218995909902
"DAB_592",2026.85381632183,25.1294002506032,33.4248637904312,270.587143674663,12.7084244475888
"DAB_593",2991.15007991832,14.1057314340107,38.7547648309266,236.227556008431,13.0558520077456
"DAB_594",2792.8651662996,16.1634371906773,37.7431557285463,254.714945371404,12.3773582728941
"DAB_596",2499.65825080853,21.4754381364238,39.1653297441742,296.493561721152,12.8174020372263
"DAB_597",2644.72660875485,25.0873623014538,38.5732855485519,369.728812279125,13.0620599042546
"DAB_598",3003.8051607552,22.3733049633787,39.3736116155364,310.661394646186,12.6877448246746
"DAB_600",2533.28397667501,11.0181187991282,38.3840981710539,160.620872579872,13.2762042128039
"DAB_602",2019.35719305694,22.8693125849091,41.7608054589106,249.84431247886,13.7325922996158
"DAB_603",1872.92194429353,27.3181919266266,34.9704027078693,283.664389943033,13.4165636591749
"DAB_604",2186.29204258094,23.3040377919717,38.2368692369471,279.152836986323,13.4524557853301
"DAB_605",2375.73515874004,22.055634868148,37.9980028048301,270.02390932108,13.1992998713316
"DAB_606",1738.16947428631,26.9138827840182,30.642530854834,251.400767138519,13.5677593424567
"DAB_607",2098.25924549137,21.4912087735012,36.0468415588593,225.029810250837,13.7775816435174
"DAB_608",NA,NA,NA,NA,NA
"DAB_609",1756.47504018969,24.2143768842039,33.2372011471267,201.430229638424,12.4882354836724
"DAB_610",1913.3232108833,20.9534224101911,32.8655416219763,212.380427717587,12.8529204780136
"DAB_611",NA,NA,NA,NA,NA
"DAB_612",1891.3810228128,19.197217012403,35.0882422902653,172.042811319434,12.4702011376095
"DAB_613",NA,NA,NA,NA,NA
"DAB_614",2753.46988582173,19.8013638311453,35.703540144584,302.2733468356,13.3422126805178
"DAB_615",2480.12774115385,23.2303222692977,34.9004654154974,326.781789872828,13.7267168476743
"DAB_616",2581.22959186544,24.0000658936793,35.5126703307601,362.63932492524,13.9927891486884
"DAB_617",2131.021521739,21.974554805499,34.3100861051099,250.816769221415,13.4645584551461
"DAB_618",NA,NA,NA,NA,NA
"DAB_619",2118.65775284832,28.2435138739935,34.518063321122,323.836053329348,12.7009148045213
"DAB_620",NA,NA,NA,NA,NA
"DAB_621",2392.64731408909,24.8432892707688,38.9911638488838,322.15766607836,13.2358616273608
"DAB_622",2719.70421111916,21.49844009177,38.8275190026673,328.696795604258,13.0106293421852
"DAB_623",NA,NA,NA,NA,NA
"DAB_624",2570.47201338858,20.1344398052499,37.5674069734712,282.069319169234,12.7574944522653
"DAB_625",2398.98614435018,22.2694539460562,38.0556099840934,297.209243685497,12.9741355966526
"DAB_626",NA,NA,NA,NA,NA
"DAB_627",NA,NA,NA,NA,NA
"DAB_628",2483.37766888537,24.0986053751705,36.9850001814817,356.627384748424,13.0539067758759
"DAB_629",2742.02575117458,17.4705906375098,37.7547079865439,246.413631540826,13.3867314403717
"DAB_630",3079.93816846298,16.6217331178537,38.1812175451972,269.351442716885,12.8540971158545
"DAB_631",NA,NA,NA,NA,NA
"DAB_633",1731.78742539967,30.1348432738995,32.2226835999883,268.650771966303,14.1718503522299
"DAB_634",NA,NA,NA,NA,NA
"DAB_635",NA,NA,NA,NA,NA
"DAB_636",NA,NA,NA,NA,NA
"DAB_637",NA,NA,NA,NA,NA
"DAB_638",NA,NA,NA,NA,NA
"DAB_639",NA,NA,NA,NA,NA
"DAB_640",NA,NA,NA,NA,NA
"DAB_641",NA,NA,NA,NA,NA
"DAB_642",NA,NA,NA,NA,NA
"DAB_643",NA,NA,NA,NA,NA
"DAB_644",NA,NA,NA,NA,NA
"DAB_645",NA,NA,NA,NA,NA
"DAB_646",NA,NA,NA,NA,NA
"DAB_647",NA,NA,NA,NA,NA
"DAB_648",NA,NA,NA,NA,NA
"DAB_649",NA,NA,NA,NA,NA
"DAB_650",NA,NA,NA,NA,NA
"DAB_651",NA,NA,NA,NA,NA
"DAB_652",NA,NA,NA,NA,NA
"DAB_653",NA,NA,NA,NA,NA
"DAB_654",NA,NA,NA,NA,NA
"DAB_655",NA,NA,NA,NA,NA
"DAB_656",NA,NA,NA,NA,NA
"DAB_657",NA,NA,NA,NA,NA
"DAB_658",NA,NA,NA,NA,NA
"DAB_659",NA,NA,NA,NA,NA
"DAB_660",NA,NA,NA,NA,NA
"DAB_661",NA,NA,NA,NA,NA
"DAB_662",NA,NA,NA,NA,NA
"DAB_663",NA,NA,NA,NA,NA
"DAB_664",NA,NA,NA,NA,NA
"DAB_665",NA,NA,NA,NA,NA
"DAB_666",NA,NA,NA,NA,NA
"DAB_667",NA,NA,NA,NA,NA
"DAB_668",NA,NA,NA,NA,NA
"DAB_669",NA,NA,NA,NA,NA
"DAB_670",NA,NA,NA,NA,NA
"DAB_671",NA,NA,NA,NA,NA
"DAB_672",NA,NA,NA,NA,NA
"DAB_673",NA,NA,NA,NA,NA
"DAB_674",NA,NA,NA,NA,NA
"DAB_675",NA,NA,NA,NA,NA
"DAB_676",NA,NA,NA,NA,NA
"DAB_677",NA,NA,NA,NA,NA
"DAB_678",NA,NA,NA,NA,NA
"DAB_679",NA,NA,NA,NA,NA
"DAB_680",NA,NA,NA,NA,NA
"DAB_681",NA,NA,NA,NA,NA
"DAB_682",NA,NA,NA,NA,NA
"DAB_683",NA,NA,NA,NA,NA
"DAB_684",NA,NA,NA,NA,NA
"DAB_685",NA,NA,NA,NA,NA
"DAB_686",NA,NA,NA,NA,NA
"DAB_687",NA,NA,NA,NA,NA
"DAB_900",2550.03585960696,13.6548751369099,34.1220679105513,211.807984408358,13.1565380545567
"DAB_901",1824.35012932852,22.6840690322518,31.6490798089992,229.549665487185,13.019471888416
"DAB_902",2086.20169707749,23.2676083078641,38.5894194840456,274.615845054157,12.6418309276888
"DAB_903",2183.07489929142,24.5361088191411,35.5714396101852,297.385003552298,12.5516635300549
"DAB_904",2343.73255724778,27.2485147655974,35.1005762295505,382.63852276668,13.3751475537496
"DAB_905",2813.82804994563,21.0599987841732,32.925515147631,305.133349542407,13.9555796574602
"DAB_906",2707.70605546118,19.0401843928607,36.7939841624091,301.425321791744,13.07686521642
"DAB_907",NA,NA,NA,NA,NA
"DAB_908",NA,NA,NA,NA,NA
"DAB_909",2152.31389752926,18.4853529183555,34.2946307525809,217.673216423612,12.6438366146797
"DAB_910",2890.67186512583,19.2888116597304,37.4685898141893,334.882780833895,13.7124241161821
"DAB_911",NA,NA,NA,NA,NA
"DAB_912",2288.21043639087,25.1470112959486,36.1952157490254,323.683067036931,14.0386172064529
"DAB_913",1788.05935070591,25.3591121481385,30.5762108456341,233.053998471142,13.4914644928903
"DAB_914",2363.28653152936,15.1851555594005,34.1946422127006,206.783257907248,12.8804538946438
"DAB_915",2503.26433439054,25.5376585816891,34.3109679026574,342.098410968902,12.7099184602643
"DAB_916",2067.62244837219,14.5949358468011,37.2048301072091,161.386386458568,13.1872429139115
"DAB_917",2362.9529069848,8.89997326973227,36.1143947410128,102.119284617003,12.7891060009396
"DAB_918",NA,NA,NA,NA,NA
"DAB_919",2676.01521169827,18.5946830161925,32.6839613001763,267.445707244011,12.8892338106042
"DAB_920",2032.27913217385,20.9782280775852,31.9629049087596,218.740243873472,12.6436356850491
"DAB_921",2887.63132493392,16.2303973481515,35.3633854033864,246.343876114758,13.1429200085507
"DAB_922",NA,NA,NA,NA,NA
"DAB_923",2351.62739005863,19.8017458969751,35.9295154356958,226.016801010612,13.0022843998196
"DAB_924",2246.16763715814,11.0729980646612,26.5437855948928,139.352003614765,12.736732756846
"DAB_925",2125.54237047475,25.7924693904104,35.4256518782708,304.94572774062,13.6244658445941
"DAB_926",2482.16978544022,16.3301253883293,32.9422534187443,230.758380476103,13.342947728091
"DAB_927",2327.26908831153,8.17782793873399,30.8692648752753,113.295699296284,13.1783030967656
"DAB_928",2759.50842896508,5.66701829166814,31.5206648724121,79.7581119710183,12.8324161013686
"DAB_929",1999.65675641937,29.0260579974134,34.5734898100878,319.259033413024,13.427909114954
"DAB_930",2296.24943984909,15.9568750260628,39.5215909010961,202.23900957576,12.770033613634
"DAB_931",NA,NA,NA,NA,NA
"DAB_932",1924.88252968832,26.9816987254427,37.9875192932513,264.982456192668,12.9170949393827
"DAB_933",2562.31853789124,10.8412670316411,35.931601716701,133.665720750045,12.1809783468321
"DAB_934",2145.65974203537,13.9163858372959,30.898079363311,135.1970220394,12.3211176212205
"DAB_935",NA,NA,NA,NA,NA
"DAB_936",2459.8100129424,12.5037824250443,31.5523639438747,141.865293343411,12.9062172655302
"DAB_937",2282.60748302385,17.8827112982584,33.887443729794,222.178163807617,12.9060508643161
"DAB_938",1774.67645549465,27.8612840449537,32.7162289496036,287.062722306237,13.8749803490046
"DAB_939",2709.0420930929,19.7479866141796,34.0527467781229,304.174599304396,12.858940449788
"DAB_940",2482.724665423,27.3810849053945,35.5552127317776,379.084168109402,12.8826425025467
"DAB_942",2116.62975966901,19.5824506047867,34.2750572395616,227.214628077378,12.8993221735137
"DAD_019",NA,NA,NA,NA,NA
"DAD_036",1778.00874241303,16.4237847370645,31.8551418135763,123.771000122723,12.9646687501193
"DAD_044",NA,NA,NA,NA,NA
"DAD_587",NA,NA,NA,NA,NA
"DAN_001",2213.51970181664,18.2172076821994,38.0098663120871,201.222316890636,12.5203209351412
"DAN_002",2084.96444577912,25.3406616112989,40.1713967098035,304.948437779727,12.7627776384568
"DAN_003",2679.81452156907,18.5050042824316,38.6205028927872,306.731646750299,13.7769228282354
"DAN_004",2049.96276314944,15.6952906492711,35.5164805942082,166.906894644464,13.0022092615928
"DAN_005",2247.39223750954,22.7885104115669,38.4670274833951,311.543400868837,13.6629873132467
"DAN_006",2348.5554773099,18.6626112756231,33.9113470466815,225.507392402774,12.6836167389452
"DAN_007",1702.59857548842,17.2561945346948,35.7030732030604,139.419397564052,12.8157191696826
"DAN_008",2486.99134151115,17.0280918484362,37.5522280336268,232.384450858426,12.7747327086232
"DAN_009",2020.77172297036,30.5249887820058,34.855035604757,337.93397591425,14.2459513310643
"DAN_010",1930.09947281983,30.5539986725607,37.9531410132544,262.443264470584,12.7821927677712
"DAN_011",2142.24690303082,23.266250123373,34.32895881281,280.664482746847,13.0689027000692
"DAN_012",1694.18937116121,30.6225237900362,33.1236445290272,289.070696565084,13.6315906000633
"DAN_013",2840.07765461285,15.6283621068807,42.2500084774079,226.393760056806,11.9167611547607
"DAN_014",1978.53786127016,19.9601332864542,35.2714728684031,215.808372827497,13.3473027890245
"DAN_015",2596.77951100215,15.3567799902295,39.2586451099632,211.046908656809,12.7337869169554
"DAN_016",2301.3087374868,28.6566097378976,39.8263702584589,389.701377863571,13.7177512968119
"DAN_017",2182.20331966393,22.0995640550558,34.5769577577946,259.625124215536,13.6476423990868
"DAN_018",2268.8712432413,14.6113896566806,39.661363625608,180.078919848711,12.6825714291857
"DAN_019",1753.08706550845,23.4578626978965,36.2331118260096,211.491865665239,14.0735193247549
"DAN_020",1700.86227602469,29.960321881148,35.8727533183551,265.434005192025,13.5113662821031
"DAN_021",1861.21102068352,9.88581628667913,30.0025477165746,92.8377646245766,12.9462185268943
"DAN_022",2093.35693986002,26.5458604173654,38.6037000721398,301.622370799959,13.2386325725326
"DAN_023",2103.96209094516,15.5072393136355,36.9946701095123,168.952386717899,13.062824917549
"DAN_024",2291.64085724438,20.9474298619728,36.4830003580018,275.970033591018,13.1146667782299
"DAN_025",1849.8930109173,20.7089185443492,35.0630029224416,211.198606164106,13.4318747590787
"DAN_027",2346.8332478169,17.931810593965,38.571087868631,232.725565394133,13.5091497896013
"DAN_028",2100.9127615596,15.4425173805507,35.484797449463,160.434898871085,12.7703913246156
"DAN_029",2503.91332552058,16.5336638273853,38.0743729484269,238.177478289972,13.4143778094237
"DAN_030",2117.58093258531,12.937705277946,32.576236957993,134.875985227416,13.2139636957333
"DAN_031",1707.67082297332,27.9844550908214,34.8404606353937,234.161430656708,13.3604008304335
"DAN_032",1999.02967550344,17.4237723652208,34.6713009989226,179.163740082503,12.960987261883
"DAN_033",2378.89461127729,20.7288899027778,35.7209600746284,294.997359746285,12.7817244151783
"DAN_034",NA,NA,NA,NA,NA
"DAN_035",NA,NA,NA,NA,NA
"DAN_036",NA,NA,NA,NA,NA
"DAN_037",1663.88221915198,17.9222379310649,40.6410702328899,166.935772746985,13.3418053499926
"DAN_038",NA,NA,NA,NA,NA
"DAN_039",NA,NA,NA,NA,NA
"DAN_040",NA,NA,NA,NA,NA
"DAN_041",NA,NA,NA,NA,NA
"DAN_042",NA,NA,NA,NA,NA
"DAN_043",NA,NA,NA,NA,NA
"DAN_044",NA,NA,NA,NA,NA
"DAN_045",NA,NA,NA,NA,NA
"DAN_046",NA,NA,NA,NA,NA
"DAN_047",1677.95701699194,25.9015615429106,43.3402368988279,202.567622676201,12.0352791071822
"DAN_048",NA,NA,NA,NA,NA
"DAN_049",NA,NA,NA,NA,NA
"DAN_050",NA,NA,NA,NA,NA
"DAN_051",NA,NA,NA,NA,NA
"DAN_052",NA,NA,NA,NA,NA
"DAN_053",NA,NA,NA,NA,NA
"DAN_054",2082.29260462529,12.7118308392843,39.9807818045887,144.579230844656,13.2495029633602
"DAN_056",NA,NA,NA,NA,NA
"DAN_057",NA,NA,NA,NA,NA
"DAN_058",NA,NA,NA,NA,NA
"DAN_059",2369.92458597102,8.9282830660262,36.675646225967,98.2582656013244,12.5943484040787
"DAN_060",NA,NA,NA,NA,NA
"DAN_061",NA,NA,NA,NA,NA
"DAN_062",NA,NA,NA,NA,NA
"DAN_063",NA,NA,NA,NA,NA
"DAN_064",NA,NA,NA,NA,NA
"DAN_065",NA,NA,NA,NA,NA
"DAN_066",NA,NA,NA,NA,NA
"DAN_067",NA,NA,NA,NA,NA
"DAN_068",NA,NA,NA,NA,NA
"DAN_070",NA,NA,NA,NA,NA
"DAZ_001",NA,NA,NA,NA,NA
"DAZ_002",NA,NA,NA,NA,NA
"DAZ_003",NA,NA,NA,NA,NA
"DAZ_004",1751.09506080361,32.3691416347887,38.6854955258729,292.541157068229,12.9433984219886
"DAZ_005",2107.29356836568,23.2482329350296,39.1636225884176,263.933443467487,12.7605634166327
"DAZ_006",NA,NA,NA,NA,NA
"DIACOL_CALIMA",1479.98908842441,33.8465373423976,36.2993158265881,244.509329788113,13.932034355619
"DICTA_17",NA,NA,NA,NA,NA
"DOR_364",2601.42799085345,23.8922006767357,20.3962536195193,361.693262212696,14.2949250253813
"DOR_390",2240.64675633501,37.4202993223169,19.7136304136656,472.326301213879,13.9979098448886
"DOR_500",NA,NA,NA,NA,NA
"DRK_149",2094.63535823889,32.0001617959388,41.2313218060229,339.799864500815,12.8029405214547
"G122",NA,NA,NA,NA,NA
"G19833",NA,NA,NA,NA,NA
"G4494",NA,NA,NA,NA,NA
"G4523",2151.98497728496,24.9363422476118,36.3556913620146,299.45279428663,13.8933894643242
"GGB_001",NA,NA,NA,NA,NA
"GGB_002",NA,NA,NA,NA,NA
"GGB_004",NA,NA,NA,NA,NA
"GGB_006",NA,NA,NA,NA,NA
"GGB_007",NA,NA,NA,NA,NA
"GGB_008",NA,NA,NA,NA,NA
"GGB_009",NA,NA,NA,NA,NA
"GGR_001",NA,NA,NA,NA,NA
"GGR_005",NA,NA,NA,NA,NA
"GGR_008",NA,NA,NA,NA,NA
"GGR_011",NA,NA,NA,NA,NA
"GGR_012",NA,NA,NA,NA,NA
"GGR_014",NA,NA,NA,NA,NA
"GGR_016",NA,NA,NA,NA,NA
"GGR_018",NA,NA,NA,NA,NA
"GGR_021",NA,NA,NA,NA,NA
"GGR_023",NA,NA,NA,NA,NA
"GGR_025",NA,NA,NA,NA,NA
"GGR_026",NA,NA,NA,NA,NA
"GGR_029",NA,NA,NA,NA,NA
"GGR_030",NA,NA,NA,NA,NA
"ICA_CALIMA",1774.34228746513,24.2922838260352,35.1629133227189,212.75244107822,13.2642507202454
"INB_820",NA,NA,NA,NA,NA
"INB_834",NA,NA,NA,NA,NA
"INB_835",NA,NA,NA,NA,NA
"INB_837",NA,NA,NA,NA,NA
"JAMAPA",NA,NA,NA,NA,NA
"KAT_B1",1967.6662485941,12.001675155534,30.4613707348475,122.001544515554,12.976126457305
"KAT_B9",2051.64373517098,12.7695282072789,31.2463411612121,146.859764889187,13.2549322016043
"LPA_071",1655.68362756658,31.5661475556949,32.9381640013116,289.273864240827,13.7109107084927
"LPA_111",2040.07459204804,22.0879386882445,37.2131771540662,232.270886290141,12.5515105167008
"LPA_122",1137.09063194412,24.1428580357765,26.7604940291593,102.007145524913,12.5603082098219
"LPA_146",1610.80529517035,28.3284160581484,36.3276533401042,220.854678706645,13.974218451045
"LPA_164",2026.4625952614,32.203367268517,44.7844402782835,380.383680646857,13.5731132939071
"LPA_404",NA,NA,NA,NA,NA
"LPA_406",1606.02094532042,29.4524949259291,31.4176234222247,221.501373602747,12.656360966309
"LPA_426",1186.23530995765,21.162945793369,31.3471169477944,115.944238537671,12.5885006965371
"LPA_435",1720.92295825817,20.5152860618271,42.7239020027954,185.486602466393,12.8229978325843
"LPA_440",NA,NA,NA,NA,NA
"LPA_467",2207.75322336482,13.1012110706619,37.7472477380634,155.568648258684,12.4520424725923
"LPA_471",NA,NA,NA,NA,NA
"LPA_499",2006.54754432405,27.87735435499,37.9582256452918,322.228919546607,13.4085719952034
"LPA_512",2762.31594313049,21.1758223117925,41.474519953264,362.336313647978,12.1210179752033
"LPA_530",1873.67086299385,24.3860119794068,33.530046680011,247.206697861443,13.2718692147166
"LPA_546",2434.10528052729,11.5851278210404,35.8357932878476,122.064933556248,12.7075215384577
"LPA_551",NA,NA,NA,NA,NA
"LPA_566",2285.9093638824,30.8467855249971,41.5240955757534,403.714491605328,13.9643806935093
"LPA_568",2051.14403162035,27.1292339910629,34.7937378981408,300.799740707558,13.5704539788364
"LPA_573",1818.22391081936,35.6556741928257,33.1654054277703,348.274033678922,12.736087879833
"LPA_610",2188.9635765682,19.0608153934416,37.8323895177486,221.049849201524,13.2613574936325
"LPA_643",1835.08994535217,9.36626565747532,25.9280316036478,79.0036304940694,13.1325615143784
"LPA_687",NA,NA,NA,NA,NA
"LPA_714",2135.86230090958,16.3560849681224,39.3291209007092,190.531842785207,13.1679442062878
"LPA_732",1944.13084248502,29.0308191659148,39.3752320885997,326.244600707843,12.7488808336887
"LPA_736",1841.28747646419,32.8833232271158,38.6242789634764,339.995864461081,13.138428804725
"LPA_760",NA,NA,NA,NA,NA
"LPA_770",2301.08348563549,23.6674052616893,39.218512334838,294.332620886715,13.4089665273943
"LPA_771",1932.53050675525,27.1614567902538,32.6359623941472,300.518233567389,13.7470151905521
"LPA_772",2358.97881861209,23.5052303755868,29.899139214569,329.788402193415,13.8825376089385
"LPA_773",1937.01981129851,23.6786977617279,39.1638692500579,238.933463793458,12.5761440917577
"LPA_774",1891.6802700439,29.2784774489022,39.8688016946692,282.632453981331,13.1141283992494
"LPA_775",2120.91994592978,29.0836615195013,38.041582813055,337.644200456957,12.8949066363343
"LPA_776",1754.50987192992,27.3429434527851,35.6213931918251,259.829519285918,13.3186878038336
"LPA_777",2035.12218336809,29.8791067443864,35.9813976809957,363.414217210728,13.2886562162588
"LPA_778",1770.63046467544,22.0849703758611,39.5437349854111,191.199158042775,12.7893455472482
"LYAMUNGO_85",1567.4303009871,21.6940375890903,32.3081096345814,151.66088097159,14.0505279340916
"MAB_484",NA,NA,NA,NA,NA
"MAZ_013",NA,NA,NA,NA,NA
"MAZ_021",2179.25486965508,20.4327599917404,35.266377857186,249.486063195998,12.1710359082262
"MAZ_026",NA,NA,NA,NA,NA
"MAZ_032",1684.9285375954,20.9067835077207,35.3911166241037,171.887215883035,12.29449909888
"MAZ_048",1679.85254253886,16.0684952677691,29.2177104725446,118.869656771515,13.2941904578142
"MIB_465",NA,NA,NA,NA,NA
"NATAL_SUGAR",1702.8250359541,20.8458896185561,28.9283667464287,171.363886653045,12.5429082847622
"NCB_226",NA,NA,NA,NA,NA
"NCB_280",NA,NA,NA,NA,NA
"NDZ_001",NA,NA,NA,NA,NA
"NDZ_002",1611.14909344578,24.7555361242688,41.2169907612976,204.928547761305,12.9725692041036
"NDZ_003",NA,NA,NA,NA,NA
"NDZ_004",NA,NA,NA,NA,NA
"NDZ_005",NA,NA,NA,NA,NA
"NDZ_006",NA,NA,NA,NA,NA
"NDZ_007",NA,NA,NA,NA,NA
"NDZ_008",1708.11765975667,24.5502600556031,34.8785770286135,219.315482122869,12.1911290315714
"NDZ_009",NA,NA,NA,NA,NA
"NDZ_010",NA,NA,NA,NA,NA
"NDZ_011",NA,NA,NA,NA,NA
"NDZ_012",2706.92001889614,14.1716100101227,34.1488964318314,182.389655011852,12.8347043400754
"NDZ_013",NA,NA,NA,NA,NA
"NUA_035",2024.83923174611,19.8494209934874,39.8666838570244,217.124628147461,12.1390698230553
"NUA_103",NA,NA,NA,NA,NA
"NUA_184",1417.36905040152,16.8210746097292,34.746482464002,99.2300097333375,12.6355521311102
"NUA_230",1520.96614887873,18.3677476987237,30.2597777739109,111.178456461147,12.6534451551967
"NUA_289",NA,NA,NA,NA,NA
"NUA_291",1521.47895759027,21.5697972094052,32.8318655560893,159.689281531158,12.5686584506882
"NUA_326",NA,NA,NA,NA,NA
"NUA_365",1960.34669920996,14.3702553800848,38.9966917787169,146.858901436863,13.0003023294402
"NUA_368",1980.30737920535,23.5555488079044,42.3260207078434,249.24935251247,13.131055285552
"NUA_398",1481.21397734735,16.8505483978093,38.364499778738,112.09929461196,13.1090130325758
"NUA_428",NA,NA,NA,NA,NA
"NUA_430",2144.85441292322,14.4534838656064,36.7749627537601,158.63681152844,13.2438908448482
"NUA_463",NA,NA,NA,NA,NA
"NUA_520",1838.16977020241,22.7350356022975,35.0579529376885,206.876899491557,13.1335329228492
"NUA_523",NA,NA,NA,NA,NA
"NUA_537",1937.90192472328,27.3091935289129,39.37410230773,272.21530656553,13.2583815646776
"NUA_540",NA,NA,NA,NA,NA
"NUA_548",NA,NA,NA,NA,NA
"NUA_560",NA,NA,NA,NA,NA
"NUA_671",NA,NA,NA,NA,NA
"NUA_711",NA,NA,NA,NA,NA
"PAN_127",NA,NA,NA,NA,NA
"PVA_773",2012.22666601342,18.5198082419897,30.0544552120174,213.201579249807,13.8108354046136
"RAA_021",2474.55011794208,13.75713736921,32.5286996932276,172.378765796717,12.9323097211187
"RAA_030",2765.21432569377,19.5361318738958,35.6270341076735,305.254006069687,12.8894567637519
"RAA_034",3287.53069172446,9.01814935235277,31.0668862397994,92.388556641999,12.525751973435
"RCB_591",NA,NA,NA,NA,NA
"RCB_593",NA,NA,NA,NA,NA
"RED_CANADIAN_WONDER",1850.43955861591,22.8477082806212,26.1889676737449,246.148731575615,13.5811984087694
"RMA_072",2047.30734609014,14.5097488418414,33.9283677905504,156.388574901418,13.135501199955
"RMX_002",NA,NA,NA,NA,NA
"RMX_008",NA,NA,NA,NA,NA
"RMX_019",1310.38933641463,11.1592398087718,29.719922219895,66.8363111173503,12.7650876465489
"RMX_020",1358.74834929564,14.610220170885,30.4634859852848,100.500855813031,12.2189797411912
"SAA_015",2485.92573939607,14.9262406718828,37.3530225239314,170.15009463723,13.5141534067115
"SAA_017",2545.0111453865,17.948256591334,36.9737793996961,241.119844063131,13.0740509964093
"SAA_020",2405.73138675542,12.0080613017193,36.451727892893,163.095346624517,13.5908236095694
"SAA_021",2655.7072016552,13.8931353777812,37.806459827174,184.112943525274,12.995711752093
"SAB_259",2039.08857004792,25.9544671733089,31.1422848031329,290.552697871547,13.7075146976187
"SAB_516",4192.4570787614,17.6360871597944,38.0328108959867,193.082025414677,12.3940698881845
"SAB_560",2423.68180505284,19.165047043389,36.1204933200485,265.675709382634,13.208870267506
"SAB_568",2216.06618659258,14.352337959857,34.9340309726935,191.805231387462,13.4050718024691
"SAB_576",2008.88911571621,15.1999560061584,35.7535301693553,141.840574182191,12.9669826713512
"SAB_618",NA,NA,NA,NA,NA
"SAB_626",NA,NA,NA,NA,NA
"SAB_632",NA,NA,NA,NA,NA
"SAB_659",2384.56513967372,17.0031645059226,37.8927422035935,228.788250496546,12.8769141723931
"SAB_686",2404.63468921836,22.9499355324847,35.7528801409872,311.8356330354,13.3230817065924
"SAB_711",2459.10624411683,18.8578937525779,32.8780974528473,258.244626236873,13.8040256182125
"SAB_712",2499.37379154132,17.0213125265353,34.5257373803955,212.391983992858,13.6839447208665
"SAP_001-15",NA,NA,NA,NA,NA
"SAP_001-16",2060.89238746723,29.5470800147449,40.3735774471041,344.137816616276,12.4773715543517
"SAR_002",NA,NA,NA,NA,NA
"SAR_003",NA,NA,NA,NA,NA
"SAR_004",NA,NA,NA,NA,NA
"SCN_013",NA,NA,NA,NA,NA
"SCN_014",NA,NA,NA,NA,NA
"SCN_015",NA,NA,NA,NA,NA
"SCN_016",NA,NA,NA,NA,NA
"SCN_017",NA,NA,NA,NA,NA
"SCN_018",NA,NA,NA,NA,NA
"SCN_019",NA,NA,NA,NA,NA
"SCN_020",NA,NA,NA,NA,NA
"SCN_021",NA,NA,NA,NA,NA
"SCR_002",NA,NA,NA,NA,NA
"SCR_003",NA,NA,NA,NA,NA
"SCR_004",NA,NA,NA,NA,NA
"SCR_008",NA,NA,NA,NA,NA
"SCR_009",NA,NA,NA,NA,NA
"SCR_011",NA,NA,NA,NA,NA
