"line","DPM","DF","PLHA","YDHA","YDHPL"
"DAB_596",62.5530481185993,32.6759210956223,29.9333293620847,1764.34994848446,1897.05102129291
"DAB_597",62.6011085182537,32.3641955972869,31.9807620127824,2083.62453185888,2095.98198095464
"DAB_598",62.6106682207327,31.8356732849387,33.8054751249742,1877.83938581848,1770.84962862267
"DAB_611",64.0994648791297,33.3354234112806,29.4192033213864,1740.60263760355,1770.56507692651
"DAB_612",63.0635020012353,32.5294665978155,30.4109363535083,1258.91868684003,1360.47442864102
"DAB_614",61.8379132507329,32.6245781088902,33.3602992223918,1925.39278911358,1760.79291076943
"DAB_615",62.8921277783876,31.8140285117751,35.9387378812047,2050.46890750447,1840.96816082065
"DAB_616",66.3327518418561,36.7367225228769,30.9213535320069,1825.15342601309,1883.41525626378
"DAB_617",59.4532338680367,31.7339281374606,33.2832591043437,1738.46788834974,1671.60346561966
"DAB_618",59.1868635956501,31.728911235473,33.992601957257,1900.9672906155,1751.85075723371
"DAB_619",60.5749179070946,31.3557347630131,32.3381773257345,1696.53621591439,1637.2105971389
"DAB_621",62.6359788321678,32.0593904573602,35.3515670690898,2131.63510863106,2081.07203772439
"DAB_622",62.4964908930215,31.8547865577045,34.0353964453877,2246.94922604183,2015.13439716612
"DAB_623",61.9077989073885,32.9363946735196,31.7222223740561,2364.71973905133,2229.60085898392
"DAB_625",63.4063889511415,32.7424933556951,36.5017081375335,2269.72236667059,1979.86047508164
"DAB_626",61.7065415190664,32.038497395552,32.4514702400754,1964.9458632141,1903.28197462673
"DAB_627",61.7778329956574,32.3386818646877,32.4173364138446,1812.70286311591,1811.86530149815
"DAB_628",61.5983906895728,32.3717900867065,35.9176494850087,2075.57951954183,1874.08311586952
"DAB_629",62.5576146513234,32.4796964579862,33.5709312295198,2129.71116130332,2010.01702663546
"DAB_635",64.1422834068895,31.7277467490027,31.785624651934,2648.56138259469,2197.74475416146
"DAB_636",62.5336161318295,32.0047966322472,38.6365980845923,2469.01914887851,1932.31010639586
"DAB_637",65.239535013975,33.9828968372601,37.7156845974828,2242.79065583165,1837.88794319559
"DAB_638",62.9847462766767,32.584279818316,34.006653694344,2196.39979769708,2015.17026021834
"DAB_639",63.331509917787,32.9433702324904,33.4184539631828,2169.61276693124,2027.46727774066
"DAB_640",63.0397113320218,32.3919535346988,34.2467369897794,2226.46157254375,2065.11295096849
"DAB_641",61.8627763347264,32.6635496224684,31.9979526069505,2163.71022208282,2083.75357347203
"DAB_642",64.3186888700996,32.3417903625673,33.4072143717667,2120.6590586101,2008.05684914936
"DAB_643",62.1591473802765,34.149770082508,40.371100504109,2027.36057551427,1551.33981863055
"DAB_644",63.1442844439105,32.6436811360746,32.142248462062,1992.76071531571,1968.45152961098
"DAB_645",62.924153575503,32.7185620316079,34.4643147563282,2014.16775818745,1833.80301426114
"DAB_646",65.5452784724667,33.0154481841202,32.2804555047626,1945.1109322313,1886.08152452133
"DAB_647",62.9324692601687,32.1039464952764,28.4483294490457,1959.53239053204,2210.19066409403
"DAB_648",63.3054421508159,32.3804013696661,35.6641897491254,2065.19329517888,1838.93672065663
"DAB_649",63.186054327353,31.8466590372765,32.5838827809162,1995.34936119698,1763.29347148848
"DAB_650",65.2529354425736,32.731951470585,34.7188237245562,2014.40888213125,1870.48549497516
"DAB_651",63.6973733839438,32.066885776728,33.7412940736311,1994.42320593289,1848.14297973032
"DAB_652",59.4380694530827,31.5092016006521,32.2573783113385,1929.83437476607,2035.26426906301
"DAB_653",64.3240219684498,33.0245294534412,36.8243938835336,1966.72068526354,1676.80336714094
"DAB_654",62.2559323321945,32.003167086942,33.6376102080615,1919.20981749724,1836.09478665851
"DAB_655",62.6490849941663,32.6928422762363,33.60914449477,1914.89786719662,1888.69199685501
"DAB_656",60.3882905424827,31.9250749499845,38.1958815388231,1885.52536296387,1566.22745510646
"DAB_657",61.9415460294142,33.577531723636,29.5308013199197,1938.91387881981,1916.95699750653
"DAB_658",58.8411846281973,31.5221065140548,34.5563705976491,1797.16120857365,1640.49800786782
"DAB_659",63.9780380325312,32.8784775093706,26.818934804861,1795.36605437485,2091.17335149944
"DAB_660",61.7939525397191,33.3272589054776,30.4613002362819,1960.29298262603,1885.64686961054
"DAB_661",61.6349083357652,32.5206243540705,30.6923519289244,1869.50503520255,1970.27102401461
"DAB_662",62.8009951160903,32.799306177065,29.0502673647929,1840.5953024268,2058.84335637233
"DAB_663",64.1316187195484,33.2530224147956,32.9412162942937,1763.71236821253,1752.53339378745
"DAB_664",65.3203885105856,32.8175384423091,30.481161137953,1799.01466202865,1797.27704480484
"DAB_665",62.6648969824431,32.6380825913578,39.1360704585639,1782.91456043907,1571.42864030658
"DAB_666",64.0390233955121,34.5379196687474,38.2008493126598,1830.80352277381,1569.13099194927
"DAB_667",59.4170804662901,31.8049287640617,30.9041637898487,1854.60170763485,1687.03611239457
"DAB_668",65.0505060031848,33.576594135067,32.8133215553936,1683.3385866448,1699.86663786197
"DAB_669",63.1928913768549,33.3665901987747,32.4449098078459,1794.68935055493,1657.93036215696
"DAB_670",61.6151934713275,33.2058099732064,31.8123710707886,1760.63742341923,1768.54958024389
"DAB_671",63.1062196337181,32.7328835981765,30.8097581529782,1767.79116850854,1871.88193294659
"DAB_672",62.747529558982,35.2485686531728,33.0167693645582,1677.03703065861,1484.7197105345
"DAB_673",61.7702652427778,32.3980622787362,34.2857230685328,1728.91574941699,1577.97122400351
"DAB_674",66.5238866550112,35.5152101548581,33.9687699814906,1675.15062745652,1705.34762772621
"DAB_675",65.5417930453526,34.9611889099681,36.2198163226202,1766.77480249211,1567.41559005088
"DAB_676",61.9224464565805,32.4761649169869,31.3184799378273,1684.50687473713,1837.2895528496
"DAB_677",64.6619015196949,32.4865110333789,30.1697153233782,1634.8562211217,1687.40610587301
"DAB_678",65.1133013525366,34.7085067636242,35.0782021550826,1636.0404251776,1428.71163437091
"DAB_679",64.391363615078,33.8347151178609,36.2680960975852,1670.57043219415,1593.36506297144
"DAB_680",63.8875278039391,32.9774038225702,27.0616813071699,1679.02718656509,1734.35402670044
"DAB_681",65.8429618160811,34.8505831735454,25.5290480755552,1553.99673994991,1735.06106309917
"DAB_682",65.1791508881665,33.0929659737984,30.6007671861761,1567.2905712869,1610.36803292604
"DAB_683",63.2708461466578,32.985741467509,35.2994794392833,1543.74593914642,1447.06516939096
"DAB_684",65.1128395483046,33.8281819721768,30.5586335994543,1456.21191723761,1552.34052500817
"DAB_685",63.8826108680101,34.1936432342401,24.8092951001416,1540.6092242305,1785.10901180583
"DAB_686",61.4288535040231,31.3114238155311,33.1050474751432,1411.7928655524,1383.02922622963
"DAB_687",66.6170855294026,36.1125404750042,28.7528564307888,1422.55936629795,1522.35502938232
"DAB_900",62.4094423251165,31.8980004355716,33.599288184458,1996.64667062638,1906.77595015367
"DAB_901",61.1512742345409,30.6740900264489,23.0865134411704,1952.1723242338,2215.41373513677
"DAB_902",62.7567620720053,31.9431739496609,32.8650404122878,2112.92118706828,1979.7470421685
"DAB_903",61.9755305574124,31.5561334924347,36.9609331797794,2440.89699016023,2096.34396192036
"DAB_904",60.4061699066426,32.0044996786534,33.9312094652799,2191.79100993109,2128.55176802174
"DAB_905",62.7264236550079,32.336319472536,35.1981827377223,2012.72431272182,1715.06241203487
"DAB_906",61.4648409066378,32.0020792283101,33.9377084722634,2155.47649795335,1959.60264690988
"DAB_907",63.1166436386097,32.3621365507654,28.5052837720564,1542.08545489812,1741.90337104804
"DAB_908",62.8867843657782,31.7431237171429,32.93024754978,2064.06400642323,1974.102064943
"DAB_909",61.9317799054253,30.8847890907096,40.3074171737952,2006.9812384682,1685.27003108546
"DAB_910",63.265546929954,32.825328912443,34.8794106111434,2118.71590150517,1964.60408105501
"DAB_911",59.9006648179428,32.1918599988028,34.5512768514192,1874.30717506257,1624.25208928315
"DAB_912",64.0473016044325,32.6088278680577,33.9098917692901,2310.26569066028,2096.17258418587
"DAB_913",58.5285758736499,31.6836956895958,28.8402879748656,1676.07898065738,1811.8382412743
"DAB_914",62.4440507901763,31.3281772128525,34.7259851187152,2147.59302511321,1953.24182346918
"DAB_915",60.1856633665193,30.516387875545,31.8680613279594,2120.22107935219,1962.01255513033
"DAB_916",61.5219714625743,31.757737816951,34.5822583975863,1888.10550623146,1810.00137645035
"DAB_917",62.7888259866274,32.1928248744502,29.9332911140434,1752.04980811599,2011.00474760511
"DAB_918",59.3863877731053,30.6689644122157,42.6779637797058,1618.03109279817,1385.48369139741
"DAB_919",60.1306729475683,31.0131049081681,32.6893511994092,1953.01755976788,1865.59992507624
"DAB_920",60.5324948070393,31.4028300201583,33.7814535992005,1848.01824532653,1726.74889850778
"DAB_921",60.8744928421598,31.7929532194836,37.6893230261032,2044.33761190128,1832.0106885062
"DAB_922",60.6792593493851,30.8958133482012,35.5045801102037,1950.80304052867,1750.64271075585
"DAB_923",62.7478634335646,31.8364468269245,25.8292799924627,2010.6614663199,2324.65561284424
"DAB_924",63.5236378767472,33.817269547562,22.1260694139211,1538.9808069239,2304.19357361155
"DAB_925",59.3923900287595,31.3164957697134,36.1630649115086,2136.09656620783,1790.41065914017
"DAB_926",61.721984642323,31.2880436390319,33.52279863756,1859.39435683295,1808.24317514415
"DAB_927",61.6242394923488,32.4364998593633,31.4321896261491,1956.83433291822,2032.92640672862
"DAB_928",60.1898124794787,31.0693027924917,34.0156194257516,1771.99994465981,1669.67747733392
"DAB_929",60.8073724086914,30.9252509398579,33.8526158439208,1913.90790025609,1807.81763893866
"DAB_930",61.3998479448261,31.0249743542247,30.7275529546051,2083.20575710682,2141.99421625346
"DAB_931",59.5209328491372,30.9620270177656,32.8841331403667,1859.27046508103,1796.65599170252
"DAB_932",60.1309206903454,30.3690401423263,35.2031426983147,2165.94684536317,1828.37483282947
"DAB_933",62.366375949267,30.8776529158369,27.3691443075241,2557.19940635812,2154.86587557733
"DAB_934",59.6116015436152,31.3511410806898,33.8870991956529,2122.7547704613,2046.88160999431
"DAB_935",59.8654732122095,31.3019616927069,30.7080671442084,1751.21414015854,1751.39653257389
"DAB_936",60.3516647200664,31.4975791628774,31.8158667670497,1681.88995385017,1734.28937508867
"DAB_937",59.6134827684006,31.3908341697305,35.9347387640343,1924.72968258494,1694.78350331909
"DAB_938",60.1052363180198,32.0784607381156,34.4816425212805,1887.48508476196,1639.25796760966
"DAB_939",62.3487461114557,31.1167410655742,32.9954427555812,1869.21442074668,1807.99860667283
"LPA_404",64.1954644180893,35.5504505343473,33.0618408067155,1261.3036516955,1192.33956360051
"LPA_435",66.0999543942039,32.3337463081088,33.1477595418158,1414.94806162181,1387.63627430884
"LPA_440",65.1086827718338,32.5821264840755,32.1284043785943,1567.22297818259,1535.13009918336
"LPA_467",63.3234627219775,33.3027169359583,27.4725952394542,1732.67927917311,1894.0345727406
"LPA_471",63.9140694552609,33.1903546023178,30.4704220733062,1830.60608912551,1929.15650100622
"LPA_499",64.3441411145326,33.4944272380189,35.2533873281497,2140.45646982118,1958.49763803096
"LPA_512",61.8168644611776,33.6238620774817,31.907716317563,2102.76984775864,1964.27626638091
"LPA_530",60.6490216748439,31.2372167334972,39.4629684348466,1854.11844359196,1503.98801907465
"LPA_546",63.388559970866,33.6542821008224,33.3350638399875,1617.66533175419,1525.86357396047
"LPA_551",64.9315496154071,35.0491878626472,32.4066679824152,1423.37827299503,1445.9205855439
"LPA_610",64.7967791795369,32.3438329029995,40.7196956958097,2099.47481960706,1733.8305408186
"LPA_643",64.1187193723649,33.03519315953,26.4089768594168,1498.58105114045,1626.92872811064
"LPA_687",64.763219818998,33.3619232065642,31.1325940002402,1525.04613311451,1523.16173633658
"LPA_714",65.8250546812468,35.9083722726396,29.0410548067077,1674.86867474175,1655.78720766117
"LPA_732",63.5819862217694,32.7342131707671,39.3439093975295,2162.60205430874,1802.35398886487
"LPA_736",64.6727260052212,32.6796693295338,29.5533864449157,1813.92094721187,1969.92340563836
"LPA_760",63.6250221280086,33.1978761925893,33.805914917345,1785.55730560752,1689.09858768664
