"line","YDHPL","YDHA","PLHA","DF","TSW"
"LPA_071",1445.98011491938,2302.2130507685,28.1207806070608,39.1190743146003,214.002311895411
"LPA_111",1479.62437915114,1983.02251892822,28.0052158185263,37.6217439487779,184.451115406594
"LPA_122",1543.82533449932,1984.92869259726,27.9512255843811,38.7829180258378,185.049591371844
"LPA_146",1651.52646927394,2297.58410894645,27.9723611714314,39.0857344413156,212.946053666321
"LPA_164",1534.53413467458,2037.26384949679,27.977845693523,38.5297899037622,189.499812944562
"LPA_406",1430.56054333615,1945.37312488934,28.0359777518477,38.8613305223716,181.078192723389
"LPA_426",1603.2617953787,2360.85700044613,28.06781111632,38.321956584665,219.988389335974
"LPA_435",1694.78980710835,2357.82629006035,27.9970591849727,37.6039374073752,219.584963529041
"LPA_467",1752.76241128713,2054.35468061608,27.8721055543523,38.4844987249499,184.278929281496
"LPA_499",1610.03344286015,2225.82227920364,28.0064671167036,38.9025324639125,206.963636099236
"LPA_512",1700.45182099356,2351.96267581605,27.9768814331587,38.6661222626711,219.332408371469
"LPA_530",1629.98088574042,2338.33719586395,28.0394042644914,37.5045837823215,217.586677485894
"LPA_546",1494.58817294308,2010.97109893573,28.0147272366492,37.9852362267497,187.457450083829
"LPA_566",1489.20267642143,1947.05826971483,27.9781367967139,39.1257531731113,181.633537812054
"LPA_568",1493.76743404658,1876.2879381238,27.9482513408195,37.7782425810201,174.779008492898
"LPA_573",1254.42900679542,1596.9929942785,28.0757361363321,38.1225760040546,148.868697279135
"LPA_610",1617.95621296078,1949.25599882893,27.8860812551042,37.5561969852515,182.828667298283
"LPA_643",1266.10054212695,1648.26396397559,28.0196552211401,38.4560277010393,153.170968323327
"LPA_714",1803.76823532607,2187.3756085385,27.906003270968,38.870623325401,203.82916178202
"LPA_732",1374.83167856204,1890.24636017135,28.0277180628316,38.7794610029763,175.670849852074
"LPA_736",1398.86148666377,1834.39559575757,27.9963391349928,38.8490451789596,170.864997655324
"LPA_770",1571.57705526862,2232.8579895625,28.0376133276665,38.3585786918385,207.558426994453
"LPA_771",1636.95576969815,2422.3624910587,28.0646299074901,38.2768222887309,226.415664265544
"LPA_772",1453.62209649326,2194.93519486781,28.1347242652096,38.0873946836694,204.393887325819
"LPA_773",1347.21970505743,1689.682229656,27.9720489179645,37.9478895444611,157.189658508288
"LPA_774",1977.10692273322,2742.56584711346,27.9979037271583,38.8928992756281,254.524137535946
"LPA_775",1833.65068254294,2582.65779787576,27.9841861176316,38.6065145211311,241.118913857586
"LPA_776",1560.68965760407,2114.62105663878,28.0211560765825,NA,197.731381125771
"LPA_777",1612.79682564282,2189.35014604032,27.9860618823135,38.4024744250529,203.28704980121
"LPA_778",1566.67064761469,2366.65173027447,28.0661834197884,38.1394333503024,221.473675725944
"LYAMUNGO_85",1420.45286976869,1909.36473857677,28.0271208212738,38.4806468759732,177.977276951434
"MAZ_021",1576.8538774822,2208.62215164218,27.9925454526318,37.8056282695635,206.684201106088
"MAZ_032",1576.03548487435,2377.38481380436,28.1136315939102,39.0288395676025,221.480110684576
"MAZ_048",1381.65520660768,2159.58335218497,28.2407936501488,38.5683494120861,201.155904605679
"NATAL_SUGAR",1426.30720741463,1713.21171825237,27.9596446698767,38.4022799266162,160.133850256786
"NDZ_002",1472.37790057058,2001.92479943497,28.025044012042,38.4142820177064,187.041738483353
"NDZ_008",1364.54000387983,1951.75362590094,28.0694852149468,37.4247065396607,181.504524766307
"NDZ_012",1428.90098126596,2287.05047899595,28.1978689219541,38.0232590519214,213.401244395107
"NUA_035",1196.73071648848,1708.40123296433,28.1472638914552,38.320619939895,158.72009687882
"NUA_184",1550.70000326166,2061.55040445319,27.9856649080555,NA,192.486851850641
"NUA_230",1375.15766628922,1810.82238302379,28.0417983112465,NA,169.628048056856
"NUA_291",1650.07084402002,2162.60503141539,27.9494453912269,38.8686190151007,200.929509810612
"NUA_365",1709.81169251362,2341.43743038681,27.9822604638991,37.9524169522901,218.079728465887
"NUA_368",1501.81036639665,1984.99686378672,27.958590668803,NA,185.09812885674
"NUA_398",1320.80137031216,1646.35325584415,27.8684739334585,NA,140.40231799772
"NUA_430",1454.26444503703,1967.34026855449,28.0151597852681,38.0994512246606,183.119908083959
"NUA_520",1506.83931017874,2098.33437396195,28.0287282314739,38.1104780859902,196.598894467018
"NUA_537",1822.61279282147,2528.37371648406,27.9880104675409,37.9563766432594,236.997289783133
"PVA_773",1528.82306878425,2202.61582130551,28.054869643701,38.840802926331,205.027987608268
"RAA_021",1719.36259744959,2374.00239102384,27.9879646399392,39.2052167400208,221.374992148135
"RAA_030",1489.73509246214,1935.28933722477,27.9739295952036,38.8138666051986,181.060970941054
"RAA_034",1616.44772340488,2363.24049414067,28.0864318837684,38.0427577085682,220.130181304218
"RED_CANADIAN_WONDER",1583.22929160372,2163.04998330697,28.0121821334862,38.2731188008946,201.025680540508
"RMA_072",1508.03115652117,2121.73589408981,28.0357783577728,39.0568033342142,197.323109023401
"RMX_019",1318.07383573277,1825.88431456488,28.0906294824859,NA,169.449877880591
"RMX_020",1421.79125803343,2086.77826466986,28.0782437353827,NA,194.175432557587
"SAA_015",1483.54550032808,2149.5593772077,28.0867074292042,37.8960350473641,200.914240297302
"SAA_017",1553.12484579132,2285.35114185903,28.0677463785813,38.0400184836945,213.667836113082
"SAA_020",2002.53777162214,2951.73088450237,28.0151268323097,38.3562333438791,276.043170905519
"SAA_021",1618.65614052073,2285.27388431157,28.0155976138731,37.8163641976815,214.613480242693
"SAB_259",1362.41454589837,1788.2157317568,27.9936121894364,38.4146103711991,165.556918799254
"SAB_516",1674.34305659036,2397.903122956,28.0263028358702,38.1654774120496,223.549359924224
"SAB_560",1690.9752189487,2477.16563248588,28.0414674801925,37.8645570388982,231.128411608777
"SAB_568",1608.67832916537,2367.9357765275,28.0486288569614,37.9401386712015,220.025922834922
"SAB_576",1442.92351521654,1781.09556601852,27.9520302085396,37.9812495662367,165.994225784958
"SAB_626",1481.05914846302,2035.22077573878,28.056012620573,38.2500625853843,189.781710892935
"SAB_659",1512.61468900951,2008.6616271004,27.9902583207334,38.3299726892086,187.383962091115
"SAB_686",1411.85487142258,1841.89836196673,27.9367988912033,37.9936835798363,171.308113346185
"SAB_711",1479.50447387463,1980.91115949583,28.023334340006,38.2858086411775,184.675912026793
"SAB_712",1281.5539740074,1800.95459864497,28.1147775933551,38.2829648325511,168.444472822215
"SAP_001-16",1639.87719641656,2362.72879580899,28.029627842035,38.289478939444,220.076620046984
"SEF_060",1752.1039679743,2537.07662884868,28.0322909941737,37.6778739206044,237.560673468829
"SEN_056",1748.04463346505,2750.28030351821,28.0750258934658,38.2516257062633,256.450202956393
"SEQ_1003",1508.01103903686,2185.50659675453,28.0371953942775,39.0844923590261,202.86445294606
"SEQ_1004",1488.99855244875,2077.08852793029,28.069471147394,38.7731646038058,194.026544083267
"SEQ_1006",1735.83706742534,2381.8415476314,27.997836088811,38.0149625473177,221.983310390222
"SEQ_1027",1514.60780084211,2381.49975124404,28.1270679665523,NA,221.783675381734
"SER_118",1851.00862478418,2943.27036641503,28.0706329233082,NA,274.627800328838
"SUG_131",1637.21422760567,2353.86752769234,28.0328856364864,NA,218.807542983019
"SXB_412",1861.68418853802,2862.72774348326,28.3158275996118,38.6824412895072,267.325429376771
"TIO_CANELA_75",1731.87178755488,2809.07564260348,28.2285146063454,NA,261.388366023189
