"line","YDHPL","YDHA","PLHA","DF","DPM","SW100","TSW"
"MAZ_048",1882.85161412583,1546.09681623433,49.4467496441916,32.1313242735219,68.1707984780631,36.0855289161458,468.68716682617
"NATAL_SUGAR",2108.76240369821,1067.94963765454,39.0092512925331,36.9251731299778,68.5393190545471,32.5890675061823,302.658878022543
"NUA_035",2162.41547467873,1910.4664875206,46.7322856372023,30.5987257295388,64.9270377901048,46.3672956014759,538.938656841859
"NUA_103",1671.60896690641,1165.8945869612,46.9341556180598,33.347821960409,67.3859578530343,36.6909707187555,404.832679523704
"NUA_184",1220.38006819096,699.90739581868,40.4654180706413,36.4583999519618,69.3546055207681,34.5933021516309,266.853458339794
"NUA_230",1313.56153995912,1046.67732023997,53.6349567604216,32.8412074550328,67.8613494767168,44.3121111458608,358.018340325479
"NUA_289",1444.30921269094,1033.1437859448,49.0787861962364,31.5304475265808,66.1987832378203,38.1538015711303,331.850516000345
"NUA_291",2373.03586605364,1750.39781205301,48.116438212797,33.0626486822122,66.7848943224908,43.6152833236499,548.975352448608
"NUA_326",1624.20432819314,1348.88092381859,48.4903384911108,36.1052419888107,69.7279338002159,42.524471698471,435.843660590378
"NUA_365",1560.14888697799,1367.02810643843,53.7156209308737,31.03007881303,63.1293041052877,46.0679690927623,438.825738271539
"NUA_368",1623.23670109076,1455.08301842203,54.9931070453924,33.1401238065152,68.897745249004,45.4122267930073,484.896329692109
"NUA_398",1159.34355445397,850.037696655893,50.7920361998955,36.6345532825482,69.8767587015187,42.9273187090471,299.841452039498
"NUA_428",1520.47295927776,1172.46266020008,50.1358642740844,28.6270060081363,62.9320682284334,42.2548728481872,404.37490068131
"NUA_430",1605.5703501322,1175.3825824821,50.5782381952651,30.0085246134078,62.5735571366524,53.4414716789256,435.511219936217
"NUA_520",1686.74021757677,1277.85295578825,49.8559801711712,29.1782712568046,63.6368402749323,43.9818193110424,427.713885129574
"NUA_523",1782.09015176137,1465.23720161189,46.5188048264081,29.5409694114653,65.0423722383194,45.4882835346275,435.762766587579
"NUA_537",1677.61411230761,1637.93089382271,57.9320926175835,29.1029642064629,63.083013708192,46.6952840174743,530.212038757564
"NUA_540",1164.31359011901,774.753853237087,44.0018436598284,36.0324555590835,68.1125645774692,38.5384788302539,295.172543937681
"NUA_560",1146.69174972217,543.302557172687,44.4286186350677,31.2363021839142,69.7836439357034,31.5167765988761,187.256339211279
"PAN_127",1397.89341955261,1041.81757826237,50.1624893645677,35.7427732407743,68.2937473144886,33.69786166127,364.506962985315
"PVA_773",1915.93782629041,1784.65204048368,45.8865559023496,34.1882287668889,66.061790476681,38.3685080134046,483.632767239231
"RAA_021",2249.58705601728,2026.38903168897,53.4165116511232,32.7379773906785,63.0635221413253,39.8773651285531,660.303981000017
"RAA_030",2445.0265374952,2027.96093702797,49.6106079774939,32.3941485389301,62.3737838849822,40.8895110306911,654.765244177292
"RAA_034",2424.21425499247,2227.09399727308,49.5551707660787,32.2630217716052,65.7142236869521,43.688224019383,620.872604451628
"RCB_593",2175.22513425956,2167.26516787701,55.0360348088566,31.4544935481149,62.5342822275126,32.9141866539941,661.010711457317
"RED_CANADIAN_WONDER",1621.27370656023,1282.87244728075,50.5631673708522,28.5072785151015,61.1150798137522,31.7390716822618,440.000117797419
"RMA_072",1681.01769824127,1270.06773656278,48.0603884886981,33.1468028950695,67.2828416049772,44.2249270845094,426.59281905404
"RMX_002",2067.42564433489,1427.99576651216,45.9420709287758,34.4309684958557,68.670838926618,33.651013556967,473.872890771571
"RMX_008",1736.96754838858,1298.83002910502,49.5486336490747,32.6967236022986,68.5318334674283,33.9467528391002,443.422970738551
"RMX_019",1728.4231427209,1468.40261423044,52.768439091552,34.2452834986572,68.7139769564096,39.2031066389245,474.889210505
"RMX_020",1645.53961070188,1077.19455568937,44.8766368506571,34.9822760336188,67.5521957748192,38.6144010365963,357.409605817595
"SAA_015",2438.72711163327,1486.27114129848,41.514621141887,30.5300515774191,63.4066587789821,43.2204888964914,499.590954273458
"SAA_017",2491.62006062302,1476.64975987669,35.7405739025571,32.3044793811734,65.8600713371592,42.2310430562379,446.264960215377
"SAA_020",3797.76174595866,4030.76615881965,23.9975275305721,31.2107717809429,66.7685621516291,44.6012755687333,326.481530922821
"SAA_021",3946.77823364738,857.706779166591,24.4227767095229,31.0839362516427,65.3250275062881,42.90992723478,298.864710472569
"SAB_259",1959.78832227745,1582.77288762842,49.5649949062443,29.7368377372746,59.5691216690621,37.2251093276944,513.29345493058
"SAB_516",2203.40252948962,1410.27510979334,43.0218529132777,30.2711971137639,59.0402466364762,40.7847601466305,496.37831859549
"SAB_560",1819.5413898936,1743.40691623314,62.9504006595624,27.9765979215522,58.881637763123,38.4940257805606,580.570465096764
"SAB_568",2000.18992222522,1752.3314449285,48.4697588727656,31.5604028471955,64.8875131864236,46.5537028676116,527.770818369886
"SAB_576",1924.22866779989,1535.81510688253,49.7982245045633,29.1191736771798,62.0054319624381,41.1044107577998,504.774736305241
"SAB_626",2199.71331831034,1892.97646596003,53.1981746200659,29.1193292572045,60.2943438388724,41.5234532472234,637.203590304601
"SAB_659",2354.71381539399,1922.34705344632,47.2557694983939,28.8590547472885,61.2764790694383,45.0334432025965,581.831163299696
"SAB_686",2226.01122580631,1888.14876946289,50.4491347741308,29.0244464128455,58.7480383296317,40.2071488366083,563.692681890163
"SAB_711",2055.68160035477,1613.47538714897,51.3702861813616,28.9706682675998,61.6278358610561,65.065425434676,563.7353044964
"SAB_712",2266.41780584098,1862.45857825901,50.4152833783887,29.322942114487,62.8317915140338,37.8599846107716,607.937304536075
"SAP_001-16",2344.36829176521,1779.07270037917,47.5225325122405,28.2440243272115,60.598666704856,41.538378702429,571.700569447496
"SEA_005",2058.30760066458,2072.59262056305,57.5919417272781,32.2294816306871,62.5202075952724,32.02112977622,666.088201546386
"SEQ_011",2382.3097779646,1771.82716913346,47.5563185809405,32.6384697564476,62.9007147939206,31.6509424647026,610.888826870377
"SEQ_1003",2022.66669127195,1857.47464759789,52.2814579852338,33.290992787632,63.2684612838121,38.5413443897981,588.088427877025
"SEQ_1004",2203.88115333234,1870.80451987896,53.327044606922,33.3850082301274,63.3280247453693,40.7729245872696,624.106524888339
"SEQ_1006",2440.72196935269,2071.89237739392,50.0756852970865,28.9897213801611,64.125377698836,45.8127944580197,625.801575299794
"SEQ_1027",1896.94259816662,1604.94329821867,54.1533622349808,35.2332379690907,68.8130697215075,39.2602241838797,544.554672737994
"SER_008",2252.65599571739,2044.25286049018,55.1798052613483,31.9759511848144,63.0312629529625,31.1685659032446,666.071689727033
"SER_016",2554.3542873628,2576.87444256113,57.9113637547385,31.5239850343629,61.9675327183078,31.3451581496676,820.051199068362
"SER_118",2480.27909166476,2336.7062542055,54.689388119879,35.8597960152601,64.0930041932603,31.9257663722589,739.052457418805
"SUG_131",1241.08831157138,974.768362910534,41.0472252785399,36.9228502262967,68.6291309712384,36.6840949130386,292.979708097662
"TIO_CANELA_75",2701.60117657009,2206.6471400475,45.794254742646,35.8518175626,67.8916115514765,29.6113138344057,577.908087622587
