"line","YDHPL","YDHA","PLHA","DF","DPM","SW100","TSW","POM","PHI"
"DAB_661",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_662",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_663",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_664",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_665",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_666",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_668",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_669",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_670",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_671",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_672",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_673",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_674",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_675",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_676",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_677",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_678",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_679",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_680",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_681",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_682",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_683",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_684",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_685",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_686",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_687",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_900",1926.80874092835,2333.69005745525,27.2329832191647,40.6117288528074,80.7281437675419,53.2966113361589,275.655207592497,11.5891253176933,76.3681463860829
"DAB_901",1598.57190019647,1940.07140687636,27.6262485424319,42.3823005994811,82.0372220235508,49.2925615466993,229.118114001991,11.5874887049335,74.9700639394317
"DAB_902",1990.83104738304,2594.80505090626,27.7082346749201,42.2035854222534,80.8841040631225,52.6856608573835,305.238389579741,11.5872229943866,74.4543642320027
"DAB_903",1999.29030056985,2466.8718652672,27.1811124905474,39.4636170642241,80.8145974841751,54.4501427210674,286.201490556335,11.5823289311893,76.3725350981468
"DAB_904",1907.4730292399,2279.66302341761,27.0756136591421,38.3523053405688,80.688498143761,51.6171783045679,267.368594911182,11.5879641090316,78.1093237502006
"DAB_905",1708.0298917958,2061.75247004071,27.38592207337,39.4020290018523,80.6190509306747,44.6490739662972,246.709445908265,11.580752898557,76.3519509332005
"DAB_906",2131.28219993784,2529.86910179383,26.8970864176882,39.4286178916904,80.8280611747396,51.9529351167122,295.52794270124,11.5840341679952,78.783177535666
"DAB_907",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_908",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_909",1937.14384131569,2435.03377185808,27.4049238262317,39.5428365891127,80.8782274955532,51.2519666728434,284.629078892668,11.5871930412208,76.5747524475707
"DAB_910",1946.00721368394,2255.31144453705,26.8012688445311,43.3756826822397,82.0520830652635,50.5180353606865,267.631843734868,11.5950480624563,85.6080886645518
"DAB_911",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_912",1809.70441834418,2295.31852792028,27.7858808324993,40.9851647284542,81.9498706471247,50.1621099289618,269.739492513627,11.5848536333739,74.9103033213206
"DAB_913",1803.25171335916,2047.24103758043,26.739056432022,39.9663931596426,81.3136356483931,44.7886438099831,240.432231915228,11.5738765124218,77.6852402299396
"DAB_914",1975.19195374466,2391.8707627794,27.1454320083069,42.2380499002272,82.3099076295292,53.7970242941384,282.224376437245,11.5876557243911,76.5676333823527
"DAB_915",1862.43665961787,2288.92387574943,27.2823881370503,40.1228440455587,81.1258408979618,50.8865421305233,266.698243694513,11.5927301765287,73.8710998318344
"DAB_916",1763.12889091847,2185.52932773007,27.4487829334033,39.9076170670297,80.7884628381751,55.8247259535339,260.682975540938,11.5805932472967,73.8965838104949
"DAB_917",1959.36543707262,2552.40530403749,27.5678226706354,39.7402748291562,80.5447272244257,55.4737064626638,296.636385531908,11.5806614067169,72.478995571401
"DAB_918",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_919",1728.14747314857,2084.75156203977,26.9753873488406,42.9482251572481,82.3470406093776,48.343863083898,248.191786782285,11.5653047613229,76.9778377480447
"DAB_920",1761.80581078919,2056.91533709649,27.1126107729208,40.1044943254894,81.20227161437,50.4388212488981,243.040683614258,11.5841560106409,75.3005045104473
"DAB_921",1863.90996191351,2069.62215347098,27.5411578413362,40.58092420476,81.7257800453138,45.9967238907146,270.451824505536,11.589257943944,77.488353953242
"DAB_922",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_923",1805.31414206468,2362.46962548473,28.012883080709,40.1914941008231,81.5743841805977,44.6433438390062,277.905353056453,11.5842004974657,79.2176100186623
"DAB_924",2012.07214027661,2879.71987938717,28.2003827986267,41.0409868546564,81.4701698417163,52.1026982392467,331.622772275252,11.5812834504977,80.1772424849917
"DAB_925",2181.46350241818,2825.76347933139,27.4389100500784,39.04952308197,80.0573413068561,52.9913957928919,329.409380473328,11.5831938283622,76.9807768569351
"DAB_926",1594.18858295313,2075.98576321132,27.9026095923339,40.9376392272246,81.165086967503,51.485082220392,243.129549803065,11.5863251740835,73.6192286141271
"DAB_927",1728.35401425534,2092.64755856217,27.5289493786865,40.5200416034501,81.2704045373157,46.3325025698527,245.406566160595,11.5849786410413,72.685432166805
"DAB_928",1677.2186649366,2275.44007574426,28.2155128390894,39.5383639613976,80.9833254166525,49.9225764809529,268.272815428286,11.5948970992824,82.7747167350688
"DAB_929",2081.73071534484,2563.94988949508,27.2319341162186,39.652483931591,80.2787248903163,51.3636869489831,297.954401119294,11.5814288073336,73.8553182677978
"DAB_930",1809.35587498088,2310.77205982928,27.6264316570251,39.3336517826474,80.3639630172129,59.5429875371241,270.215779741282,11.587950211679,76.0411927452522
"DAB_931",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_932",1727.30445128467,1964.91222944583,26.9430401294827,39.6636791922037,80.782555099659,55.7288518600506,232.244697024581,11.5783923177351,75.9115867457441
"DAB_933",1661.57508512342,2060.80317293958,27.5091549670096,39.806348961594,81.1679071789555,54.7451559956485,241.134316589016,11.5894646570657,75.9334157466321
"DAB_934",1741.29618286578,2203.52359872842,27.5425958554537,40.1238110105974,80.9566771437457,44.381404101259,257.717539401197,11.5816356355627,73.8379533579408
"DAB_935",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_936",1698.04255364756,1998.71376981971,27.3190147973844,39.9865498014947,80.8184309391705,46.9855726367504,236.32156806485,11.5846509408876,71.304678757667
"DAB_937",1721.88800126583,2381.27671676647,28.2981196402385,39.0743052851883,80.5862419328201,53.0531264224161,278.658453803364,11.5848657966383,78.6614862267142
"DAB_938",1781.86947764634,2446.21008951686,28.4172184130302,39.7265748099361,81.3541572474079,53.2259275467804,289.316611763516,11.5841752415136,78.5358730851392
"DAB_939",1867.02399415023,2443.71374770022,27.7793934077072,39.6704143632624,81.0869807715612,54.3469578269525,285.551186114167,11.5875099896446,73.7964028155571
"DAB_940",2037.13572420032,2597.54872964978,27.5216000105583,39.2563923292759,81.2786387433154,54.4817379233758,307.858906318388,11.5862800482845,78.5560894561442
"DAB_942",2005.85157879608,2549.73747311539,27.4927227057331,40.1587658242425,80.441622427433,54.6531539755835,296.945073168773,11.5879628608969,79.7107211196556
"DAD_019",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAD_036",1490.02884043015,1699.79704507443,27.3530390877959,40.4937619427062,81.9742320451653,44.5449771769929,203.346849623808,11.5880953147417,67.851874331251
"DAD_044",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAD_587",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAN_001",1721.63184801524,2083.03324278076,27.5646095548817,42.2885823926043,81.5968893315167,51.5535734483846,246.020128005741,11.5925684971319,75.2899100510667
"DAN_002",1758.88809759206,2130.55075052604,27.4998612119812,40.8024510068102,80.4174455458688,57.3316581674942,255.409989865776,11.5920311649046,73.6296386220056
"DAN_003",1614.81161267669,1878.34164026658,27.2472471410827,41.4072120263675,81.1897268643359,57.6223440889748,226.863765500233,11.5763188025155,74.4674544476116
"DAN_004",1848.57554287375,2302.90120251976,27.5060076952574,44.0578925138738,82.7753468983456,61.4227273603652,268.670431248784,11.5847032689191,77.9341144163921
"DAN_005",1911.61737220597,2374.72665457524,27.3801984891269,42.3067849853492,82.1336002502295,66.3557021554522,279.322828305832,11.5830674540456,76.9739964808052
"DAN_006",1726.80968596759,2084.12105961443,27.3674617424468,39.4109566526043,80.7169764537473,54.802336790315,249.274192792781,11.5842199979073,73.904009776456
"DAN_007",1746.29915609148,2182.07264597593,27.7335776184459,40.0864933503147,80.7437656164803,57.5266232318095,257.43726735854,11.5916053425524,74.5413924637643
"DAN_008",1899.9818917497,2531.18765031916,27.9654739063648,43.8605013172565,82.478416080092,50.2635714027052,297.977742018723,11.5915360949557,70.2491347792202
"DAN_009",1914.58562153117,2340.67094280958,27.2047044256327,40.7426419397424,82.1275964899247,53.8998400588491,277.043402359501,11.5902022581681,73.8307270041428
"DAN_010",1607.45464894685,1954.88706947365,27.5100637348488,41.3537254058949,82.4478415104985,48.3723796998463,233.937253639934,11.5815589862127,74.6009060475655
"DAN_011",2159.75072576382,3107.5331583758,27.8307836728542,42.1799469413262,82.4213261471018,56.8567104080663,354.628127561671,11.5858346094994,77.7585387572028
"DAN_012",2283.26423925769,3157.38975319358,27.7304160418663,44.6493960543616,83.7975975782161,55.128204568614,360.603039123375,11.5882395141054,76.736637273734
"DAN_013",1584.51834745789,1796.84561625073,27.0316946036121,42.0626458846639,82.1935957621408,58.0493687117368,214.414862905472,11.5871213174332,74.2669640579725
"DAN_014",1630.91860353112,1751.41304594004,28.0289253218448,40.6099851652405,82.0189572959446,52.9321382063155,249.158281927886,11.574937202718,74.7725702939557
"DAN_015",1862.74522551098,2082.53879722917,27.8489096806733,42.5310497949009,82.2500563445685,57.5950485132299,282.181509092445,11.5855751904676,73.3763315140069
"DAN_016",1657.64082599998,1880.387037175,26.7714011376314,42.7529299780155,81.4423114210884,59.6353966931245,220.686780657199,11.5716572381974,75.8153691052356
"DAN_017",1889.3834685742,2179.86241396538,28.0807399599422,40.4060857816121,81.4431873578291,56.5874755363606,303.9392532353,11.5917815498412,76.6236392339655
"DAN_018",1625.47962863254,1954.05618910543,27.4638314115927,43.1723522242409,82.9544998098059,58.760830774333,231.800933071564,11.5796085812433,73.0730545475758
"DAN_019",1817.24151389562,2021.85949946918,27.1104222581695,40.3801206293608,81.1174366139736,53.9943777976142,241.435272181904,11.5887996336183,74.5244883830523
"DAN_020",1782.96389701067,1926.28339411157,26.8888955079856,43.0079641060476,82.8885842968396,54.9335244164634,231.113476540313,11.587233939004,73.2165683914305
"DAN_021",1779.3855496908,2168.65290593113,27.3834334807187,42.6001033767049,82.0934567174339,59.3298709476382,259.734243731345,11.5899882165438,74.4709631305698
"DAN_022",1978.66537672918,2272.82676834991,27.2523440271313,40.3799020169764,82.0921159629099,57.7148146879716,290.849586651646,11.5843557993585,74.5373360281613
"DAN_023",1770.48283896623,2074.11486564761,27.3627310535972,40.2729401424772,80.6512957099467,54.4828135115078,260.013342172368,11.5897659816931,75.2374938177821
"DAN_024",1937.7154092745,2511.70468190671,27.5403979251303,40.2401672194243,81.634359995787,61.1911174682478,294.490620606443,11.5868199976249,78.020336343158
"DAN_025",1783.45245096833,2224.10945560939,27.3932154898679,43.4543574803325,82.4127749053881,58.087780338225,258.091201759156,11.5822130399482,70.6007848134606
"DAN_027",2099.41523319929,2530.69260461597,27.0350310760254,40.0564716673193,81.480844057976,58.9820147503784,295.168366468858,11.5939547995589,74.4773842398571
"DAN_028",1746.41638960435,2106.53336611077,27.3569541958024,40.0601538776795,82.0883490809777,47.5047622011044,246.492497227079,11.5908945804157,72.6531748943403
"DAN_029",1953.38630595053,2396.13763846725,27.2900492387893,39.8263190238928,81.2663251834499,57.4546909716876,281.221776690411,11.5867934658953,79.1468862280005
"DAN_030",1797.35496111658,2412.65887853626,28.0927887594128,40.7976425260162,80.8014223670423,46.6786022954,284.188692033499,11.5929829572099,78.5682366241527
"DAN_031",1817.88575568641,2383.17679365325,27.7671733904015,39.2804010493544,80.3559911273315,56.5523193922139,279.169567981186,11.5867177061422,75.3536154430194
"DAN_032",1293.47192357653,1458.17323136529,27.4087883054963,40.179680694387,80.7982107516425,64.478630217005,174.870045029241,11.5772302742742,79.0924525572738
"DAN_033",2206.22727292122,2288.14430430113,26.2739813272038,39.7249755772569,81.0632089943626,60.8165525098019,273.375823622141,11.5839498041388,77.6678303058721
"DAN_034",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAN_035",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAN_036",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAN_037",1750.13998860708,2137.51134829887,27.378270293368,42.7087352441145,81.5062284015965,56.0424193345631,249.313231257029,11.5849670277946,73.5596614617842
"DAN_038",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAN_039",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAN_040",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAN_041",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAN_042",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAN_043",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAN_044",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAN_045",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAN_046",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAN_047",2122.11913400253,2434.98842416192,26.4463887692663,39.7861698533938,81.0104538085267,52.0575111849156,266.743226125909,11.592355765456,76.1748972315242
"DAN_048",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAN_049",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAN_050",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAN_051",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAN_052",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAN_053",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAN_054",1815.39802127826,2137.31793899139,27.1731490097401,40.7730803255797,82.1281477397181,54.1522523660057,251.872939617915,11.5921550287744,76.7586990866865
"DAN_056",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAN_057",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAN_058",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAN_059",2170.49873107732,2831.12292359146,27.435152479681,41.471384307988,81.6608723611698,58.6957937874786,328.90194463127,11.5880377341588,77.3451919376745
"DAN_060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAN_061",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAN_062",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAN_063",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAN_064",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAN_065",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAN_066",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAN_067",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAN_068",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAN_070",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAZ_001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAZ_002",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAZ_003",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAZ_004",1818.93086716536,2336.87427724148,27.766287248687,41.5847280940146,81.4255073609814,54.0918016481253,276.089750873764,11.5881954391581,74.3402292949445
"DAZ_005",2213.74969796367,2965.36204849076,27.6644076725782,40.2378902277335,80.9554441477997,56.0381321090899,344.420359820003,11.5818692719769,80.6448923282613
"DAZ_006",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DIACOL_CALIMA",1927.23863443622,2395.58971608087,27.3026802302821,40.2779317199841,80.6029845408506,60.3661079383089,278.696945706697,11.5834974040415,78.9234297218252
"DICTA_17",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOR_364",2354.37724287619,3505.04134233635,28.6549468698875,43.764317444276,81.8184024212327,28.7949535379241,407.097897671207,11.6082659341077,77.3984413788958
"DOR_390",2237.2776940356,3316.77518217798,28.3762662248933,45.5332329603102,83.4203307014351,27.4660224720375,379.85714889975,11.5811243027944,76.9685695991051
"DOR_500",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DRK_149",1998.38672920418,2511.23025915462,27.4622571574524,41.28902743526,81.8459146097564,58.0903580982961,295.111704525322,11.5858992712207,75.3053682106498
"G122",NA,NA,NA,NA,NA,NA,NA,NA,NA
"G19833",NA,NA,NA,NA,NA,NA,NA,NA,NA
"G4494",NA,NA,NA,NA,NA,NA,NA,NA,NA
"G4523",2203.94897806782,2881.80141162452,27.4806567875715,40.3291256284171,81.1087214603868,47.5592421821167,332.128069928492,11.5890727012286,75.4392887740845
"GGB_001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GGB_002",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GGB_004",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GGB_006",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GGB_007",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GGB_008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GGB_009",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GGR_001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GGR_005",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GGR_008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GGR_011",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GGR_012",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GGR_014",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GGR_016",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GGR_018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GGR_021",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GGR_023",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GGR_025",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GGR_026",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GGR_029",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GGR_030",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ICA_CALIMA",1716.64841978247,2016.35318985713,28.0669697028876,39.9441932229431,81.0431672522763,58.8522332399273,262.231672087613,11.5846184441077,78.7919372859307
"INB_820",NA,NA,NA,NA,NA,NA,NA,NA,NA
"INB_834",NA,NA,NA,NA,NA,NA,NA,NA,NA
"INB_835",NA,NA,NA,NA,NA,NA,NA,NA,NA
"INB_837",NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAMAPA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"KAT_B1",1669.42984333855,2230.94280333396,28.0821709632862,39.1904368712207,80.7350653849192,47.7306964109659,261.74990315234,11.5819848609924,77.3688037516686
"KAT_B9",1724.86106960275,2218.75379021896,27.8158382072571,40.1396287748964,81.2331064202375,51.7162071823646,261.392978360159,11.5882049421312,79.4727423873038
"LPA_071",1806.55404775615,2054.59168555272,27.9966246319547,43.7709305240634,82.6708687061121,52.0643709699627,276.92718398465,11.5951578504033,72.6508962991833
"LPA_111",1690.00956537682,1877.80690327927,27.8196056074753,41.6342061823568,81.2287478198969,57.2334930589384,256.359068914959,11.5930523692816,71.2600778084299
"LPA_122",1946.34704022276,2431.29974295051,27.4774112948065,43.7255521194048,82.7801399643493,50.9742348402057,286.281541477563,11.5876637252959,72.5188241467348
"LPA_146",2605.97979413186,3008.2557000487,26.5977057818581,42.9468016580369,82.5781606550432,56.5761915183874,350.716495294932,11.5959250186019,70.3737286950067
"LPA_164",1906.42921857959,2521.13326780712,28.0616449564738,40.30641842146,81.4599512075876,58.7245875121702,296.170799638862,11.5815456104003,72.3714137964288
"LPA_404",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LPA_406",1837.35390276841,2247.92275841757,27.3615894431799,43.0639404170707,82.2688439643224,56.7436543243268,261.666679530547,11.5911053161548,74.7355957452767
"LPA_426",2018.68757880583,2470.05415556698,27.2295901509828,42.1510880541338,82.7949125722004,52.8397701963784,287.232978452679,11.5829531737975,75.8255948131405
"LPA_435",2285.9412834498,3080.3436609017,27.4751257855624,40.261853153465,81.5992273714424,51.7844329973665,352.257137268207,11.5886765205514,77.1768967945841
"LPA_440",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LPA_467",1607.33150299672,1627.61624669095,26.1099679218033,43.5141068416687,82.538413414367,40.3021777261287,205.789454389425,11.5271643147489,72.0357960952931
"LPA_471",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LPA_499",2033.60934961705,2734.64634022037,27.7203667526697,42.2602263944121,81.8727173551733,49.3715051961673,312.1471670833,11.5835017697582,77.362108286782
"LPA_512",2315.87183738831,2664.4208458287,27.2739862402079,40.4965368171516,80.6410708993032,59.7062119203538,349.896611976722,11.5914364831182,74.9869460239718
"LPA_530",1793.22617135013,2298.67388530161,27.9253736488965,39.6294950868786,79.4907968332507,46.9210983683098,274.245812894918,11.5849711753234,75.1882190408085
"LPA_546",1762.08828292925,2167.03903952378,27.4103750515748,40.1494596624878,81.085694917379,61.689849765577,253.442867149735,11.5923151642755,76.4326725811988
"LPA_551",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LPA_566",2187.10156713922,2318.41860450925,26.1778745597494,41.5999698687862,82.2841707546445,59.9660969105523,277.558548046998,11.5860052988738,73.3384323586373
"LPA_568",1821.29968759662,2147.61816795188,27.2166383222739,40.6930139223279,81.4704661008251,48.0338727027216,254.243177487439,11.5843425887475,72.2384259470814
"LPA_573",1445.30642359595,1619.4842239459,27.2729269806365,46.0047891750221,82.303973333021,47.5341310725251,194.724722226866,11.5852788136249,78.6143280165392
"LPA_610",1570.13247203706,1685.58793772738,27.78978324001,43.0098697331918,82.1463044962092,50.2406691440789,233.933380281435,11.5878707349689,72.9565891416653
"LPA_643",1958.73865003936,2361.59773851427,27.1473698445008,42.8860884244519,83.0575226426089,51.4351314402143,279.360031483946,11.5967932807672,71.6207627277373
"LPA_687",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LPA_714",2139.03261580319,2711.20922283606,27.2511456931152,45.5031841366606,83.2073027531692,57.4647448441698,309.749536967996,11.5887868152267,73.3375069660967
"LPA_732",2132.6602961373,2577.96152185221,27.0854796348105,43.4225442852674,82.5920222010576,59.4408721682654,300.707977813847,11.5914560089246,74.2411946778217
"LPA_736",1916.05115679506,2184.57459005015,27.6955936236233,43.3953892216008,82.8547761139647,55.538503401616,293.269045703867,11.580111946427,74.210554886326
"LPA_760",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LPA_770",1666.32537659447,2066.52947866751,27.5579363549779,41.5035736814485,81.1638727869809,53.9531055705169,243.332725380908,11.5820740736361,71.8776333432193
"LPA_771",1846.66262527545,2643.40576358939,28.2895695175247,40.9032001636483,81.9090176994506,51.2998793296448,306.520914192982,11.5813436753719,78.003788058691
"LPA_772",1791.71492910498,2346.88856423663,28.2423955590199,41.7252772646819,80.9815247128414,49.3733461036829,278.493083614956,11.5875152683837,77.7601130146578
"LPA_773",1461.00029704414,1658.57553588849,27.161979372008,43.4943669296418,82.3771306854803,56.5168794805925,193.06147594435,11.5610539117493,74.7856369557771
"LPA_774",2104.19884138311,2627.3280327881,27.1192480322557,40.4826959225992,82.0088748241377,60.0702346426488,304.811297405893,11.5911466738419,73.9682060589398
"LPA_775",1939.41144385778,2366.01075807797,27.2167283280538,41.0549042055367,81.4161425041253,56.0215523293058,279.496979559844,11.5865560768688,73.8984738267954
"LPA_776",1758.0486775868,2248.28985639458,27.8086310182085,44.5060665690161,81.2308232728688,57.2227239252694,265.570508613005,11.5868659941551,70.8611554379943
"LPA_777",2262.08886192569,2734.72891660803,26.8970059872524,44.0077921960248,82.0886959620056,55.3260300957953,322.184039410694,11.6006195213212,75.9017302160678
"LPA_778",1772.17047178968,2249.23574913739,27.5675931549188,41.1803548789659,81.6463712422855,62.4602300982429,265.99297921532,11.5935748585342,74.2442588473732
"LYAMUNGO_85",1779.92449411391,2319.82687521407,27.9034867104391,43.3978269661551,81.5031957189243,51.4720266547683,271.92388637436,11.5891706097799,77.2364375028574
"MAB_484",NA,NA,NA,NA,NA,NA,NA,NA,NA
"MAZ_013",NA,NA,NA,NA,NA,NA,NA,NA,NA
"MAZ_021",1695.34622876564,2182.48830706123,27.7624247808284,43.4185630149403,82.9401688420972,52.1173839767038,259.029469111675,11.5847441631325,77.9629685694781
"MAZ_026",NA,NA,NA,NA,NA,NA,NA,NA,NA
"MAZ_032",1952.571633884,2258.44270182129,26.9575743961388,40.2316004613565,82.4293984290798,55.0730306363202,264.652801838287,11.5865193106155,75.2241141265228
"MAZ_048",1912.10397070438,2365.81555611061,27.2724885928496,40.841041348738,82.3759188680087,45.0859104286647,277.998152239217,11.5901493576287,76.4587443265084
"MIB_465",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NATAL_SUGAR",1825.29375028249,2594.94457457897,28.4045085703805,45.0670596706919,82.8168258237029,42.3146294658037,300.311731628643,11.5853944323519,80.6922973291951
"NCB_226",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCB_280",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NDZ_001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NDZ_002",1871.64156600992,2336.53190631734,27.8638659678887,42.0576799072651,82.7362584212279,49.9142057009811,276.182914274023,11.5801785853348,71.9751237173883
"NDZ_003",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NDZ_004",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NDZ_005",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NDZ_006",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NDZ_007",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NDZ_008",1640.27846786663,2041.26261810623,27.9775487275674,40.7245315584249,81.3469920769954,49.9171618703751,252.095623389733,11.5605631042994,76.6478924312885
"NDZ_009",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NDZ_010",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NDZ_011",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NDZ_012",1839.77513142698,2253.36602650724,27.2861973264804,39.6313469678129,80.8799511955405,52.1808526443007,264.304675178804,11.5888852062128,75.8176485130676
"NDZ_013",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NUA_035",2065.85264671323,2531.6413611879,27.1265144478849,41.4908590220623,82.125488237415,51.4258890749176,297.931919209282,11.5795517390329,76.4632943323934
"NUA_103",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NUA_184",1975.61675367508,2341.79499275726,27.7306092731474,45.45116438179,83.6489254320885,55.675904372128,289.890108118619,11.5770469430314,75.8333413230521
"NUA_230",1749.34427664218,2062.68922116577,27.2291873630989,45.5892625617187,83.9453496247561,53.0406214879223,241.938734876274,11.5811323288233,69.1728124682364
"NUA_289",NA,NA,NA,NA,NA,NA,NA,NA,NA
