"line","YDHPL","YDHA","PLHA","DF","DPM","SW100","TSW","POM","PHI"
"DAA_095",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_096",1970.3608882075,2565.55106832356,27.6653831932439,41.5669609877141,81.8047483595913,57.7120178661935,300.583221061622,11.5857803330126,74.0905066828191
"DAA_097",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_098",1918.82567335764,2291.02294182725,27.1045015148674,40.6496666511461,81.0104020188857,56.372013280362,269.654569061761,11.5903901692965,76.1202019171253
"DAA_099",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_100",1931.04061486658,2430.10159043532,27.4947542619841,40.2235022428561,81.6627307199277,59.6883541235353,288.76059938325,11.5882027416681,75.1975173168297
"DAA_101",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_102",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_103",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_104",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_105",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_106",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_107",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_108",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_109",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_110",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_111",2003.24836236002,2680.45828141914,27.7122434866033,40.7836051922459,80.5747186142973,42.7876259278021,311.641065980232,11.5941885170443,77.1279659419162
"DAA_112",1805.94760575076,1999.59939742865,26.7359059650596,39.8094835084754,81.5533353427946,55.6782346615816,239.16312156558,11.591390495173,71.9615471872992
"DAA_113",2127.42698855715,2514.12508270887,26.9109412371726,45.1176515677723,82.6260237112639,63.6351376777115,294.218293881077,11.5830548207575,74.0299660499292
"DAA_114",1753.50287964659,2342.48274273165,28.1177602162588,45.3989566299259,82.8662287141374,52.9264032996052,276.58257490225,11.5819458681406,73.5757412411112
"DAA_115",1762.27192985582,2175.11267259573,27.3375756130565,44.8451884130104,83.4341929187116,50.0013235919207,256.74405652644,11.573854294178,74.9522618123105
"DAA_116",1733.98637637899,2201.79777513869,27.7675824228788,40.6765335232102,81.6405471116565,51.4440594551495,256.251136623478,11.581097306512,71.4933024384681
"DAA_117",1917.50775479565,2531.85228053225,27.3550928627906,42.0675370186673,82.3007266979107,54.4388586782654,279.058655059465,11.580910533894,75.0371408659234
"DAA_118",1650.55126373644,1958.79775743551,27.475047830254,43.1490274932901,82.4882505752619,54.3353716525909,234.291991436234,11.5854873893669,70.3878465480904
"DAA_119",1529.56906495442,1831.07950209981,27.9785987615198,44.1025359957833,82.9301586161892,53.5480135823155,218.512313285376,11.5878048835356,77.6717817566285
"DAA_120",1678.58342981812,2070.63966533962,27.606035687989,42.7589656248169,80.8483264422566,51.1385468034888,244.72738450812,11.5833377922392,72.6219085193054
"DAA_121",1596.06276084921,2008.28402900507,27.7176961216555,43.7787268907066,82.3113856814611,55.2035886006053,237.060492433154,11.5886217591432,76.9293967000865
"DAA_122",2139.18328383186,2718.42573577994,27.5014580768405,40.0595534715327,82.3813497870679,54.069938276961,321.505037319496,11.5911686544045,74.2067598851176
"DAA_123",2160.70749260161,2724.18857646327,27.1783457116387,40.7305289773891,81.3500122334092,48.6629116037425,310.54171680245,11.5836399020549,79.5141796164061
"DAA_124",2027.48904178517,2432.03877409879,27.1630785979437,42.4377057576302,82.0663996850331,51.3479120486911,288.503707786691,11.5844248254861,76.9089518340208
"DAA_125",1685.44201764879,2048.88468896424,27.4230738206775,40.3619133502092,81.9565304232139,52.1466439382984,245.190798993126,11.5884090380959,77.460967610663
"DAA_126",1909.07513952057,2507.68237852201,27.683317205436,43.2052425837746,82.9379274611777,52.7400452929264,292.498940729295,11.5843840168993,76.9416397495978
"DAA_127",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_128",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_129",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_130",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_131",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_132",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_133",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_134",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_135",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_136",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_137",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_141",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_142",1968.99340496217,2543.51930778947,27.7070549709584,42.7025566869378,82.3358236631725,59.6022021726378,294.2298493313,11.5906031475159,75.571266685071
"DAA_143",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_144",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_145",1908.78177544838,2351.68840959452,28.1152000414283,40.6707687074965,81.2868270415901,56.4993926777645,277.801240533123,11.5711338145638,74.7480175411013
"DAA_146",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_147",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_148",2021.51018461513,2489.26351322489,27.2034600446086,39.8260968554392,80.986466634326,49.6492496549191,287.660998895056,11.5926841501575,75.2487927414567
"DAA_149",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_150",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_151",1894.43933751615,2379.76591886064,27.3436379792468,41.7467840576393,82.0294536483496,51.7822516311515,276.144442054704,11.5892360497816,75.7440324561649
"DAA_152",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_153",2222.00927446011,2770.40429595502,27.6757945833177,42.4312907289736,81.9391100937109,50.4344179867703,319.57672561359,11.5912223327703,77.2370307067683
"DAA_154",2195.41326093303,2946.40749401169,27.651980880222,39.8106333267102,81.7570105113353,52.1301670977381,343.684375792813,11.5860821733514,75.4450501944245
"DAA_155",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_159",1967.91288660356,2546.2721055639,27.4996501008165,41.2718438181535,82.2474215899303,52.8715686539496,290.736853540029,11.5796028912668,76.9304777527831
"DAA_164",2301.22780583696,2583.50155044603,26.5356215728182,40.1005975236987,81.266398136718,59.1043805533076,296.000423988545,11.5900293687161,75.738228570355
"DAA_166",2193.48580612162,2955.97603889012,27.6762722455506,39.6372668124863,80.671466070821,61.97327806062,343.442045445091,11.5934660388425,78.031815329421
"DAA_173",1610.19516234745,1987.21467262779,27.5637502190532,41.5821985105297,80.5908294310367,54.2386522930153,233.848619792831,11.5806209399174,76.1706219288228
"DAA_175",1696.23866786066,2036.13757382509,27.268314931244,40.1740462717398,80.8135952184241,50.2919677805444,240.269294605502,11.5876430445941,73.892066352867
"DAA_178",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_179",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_180",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_181",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_182",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_183",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_184",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_185",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_186",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_187",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_188",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_189",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_190",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_191",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_192",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_193",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_194",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_195",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_196",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_197",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_198",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_199",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_200",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_201",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_203",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_205",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_206",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_207",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_208",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_209",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_210",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_211",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_212",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_213",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_214",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_215",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_216",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_217",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_218",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAA_221",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_049",2155.52535087355,3115.15330554864,28.2157098458661,40.2062191227435,81.7089074227209,32.2982618847235,355.357186225531,11.5847776479623,77.6152308890634
"DAB_052",2268.72413588327,2814.59830871493,26.9922811744087,43.1341937183849,82.5043544474101,30.1774304554959,325.639925117343,11.587571964655,76.4503208606147
"DAB_053",1730.44695048129,2041.51390781201,27.3354449333938,44.2047807885659,82.5854466999981,56.0616889011045,244.264633944413,11.5844348609026,76.5009802751759
"DAB_062",1985.31258150157,2527.05194080958,27.450968652225,43.0214433478526,82.3081453560022,52.6506733410542,294.192518460273,11.5871980323668,78.5639833321452
"DAB_064",2132.08061453028,2610.22381398766,27.0999259018564,43.518326767358,83.0233358987098,48.0312946495327,305.065167963888,11.5808437093775,76.0051723120098
"DAB_065",2128.95724376755,2761.25459500704,27.4068102440685,40.4229437752313,81.0353373001116,57.0069000268801,322.045626917976,11.585225021223,75.0348491233529
"DAB_066",2097.64899623963,2564.63026511987,27.115118224205,40.9150470973987,82.1044650663534,57.206103480533,297.381388930813,11.5868554888022,73.6883187468602
"DAB_084",2422.09837366747,2881.18948331354,26.993256281702,41.8510178282417,82.4533826693632,49.8265789565375,333.712596562363,11.5895258181046,78.7884889173478
"DAB_090",2062.71800124095,2971.18210299502,28.3820736802697,40.2923895242875,81.4907812283276,48.3905097529593,344.481566443061,11.5874071747709,77.148710050158
"DAB_096",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_105",2038.57578646255,2844.08058687686,27.9509943090387,41.1327410873167,80.23574587128,46.9948549529648,327.743794510877,11.5871833566786,74.1528476985177
"DAB_106",2004.44048764274,2491.96966997965,27.2744500257101,43.9306973365572,83.1296980599826,49.5126082254192,292.659486909382,11.5866501696052,75.959984873581
"DAB_107",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_109",1929.55029782726,2494.55040422407,27.4886815282888,42.0150312829932,81.6300202116261,51.8984654739785,290.231887215766,11.5925107604232,71.9996751588387
"DAB_150",2075.79092985192,2710.46767103966,27.4831270411474,41.1705814745424,81.8297206616401,43.6625225655763,313.383334548899,11.5841071229537,76.2387161314669
"DAB_158",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_159",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_187",1990.92487683175,2783.64615435059,28.1337231187486,41.7392608014446,81.8402290857753,42.2481622205251,323.314522215799,11.5853907415752,75.4465706465828
"DAB_231",2004.08840728456,2572.63439530717,27.4034208640765,42.5154489854109,82.2957668995911,54.3931530149587,298.690146267624,11.5879197445873,76.8504512591021
"DAB_233",1783.54756122648,2383.48544759909,27.9696093554364,39.8476161227415,80.7581858391372,52.8788988258841,280.086743932774,11.583875494653,77.2857841683918
"DAB_236",1847.05968262774,2531.75430856179,28.2373196615243,39.8066687246785,81.4545282164376,54.435928151659,299.207333096803,11.588978701404,72.983297725724
"DAB_244",1866.28784346632,2365.13751448264,27.5517095647791,43.1608714251793,82.2144084688653,55.8644243201044,276.730887520498,11.5881726319715,75.4380069732433
"DAB_251",2401.86242715288,2918.98157854932,26.7315678545329,42.5660404677962,82.4562086906916,56.5694547613003,338.608113441497,11.5906488247555,74.7806938717915
"DAB_252",2258.27842760291,2982.28588477216,27.4382305332603,40.9018239097418,81.7543431856029,56.9018044243793,340.672797281418,11.5827156913505,74.6027861894956
"DAB_256",1732.00751378276,2078.20897779894,27.4916355076216,41.272994100179,81.3723503028184,55.4615882159352,250.332558109147,11.5918448701203,75.8484194602459
"DAB_258",2094.63384117651,2523.06011658193,26.9207803121607,40.9795049203691,81.6817499626293,54.39152351296,291.551990998976,11.5918187918916,75.4391297447216
"DAB_267",1871.94991860761,1985.63389037954,27.0112469804238,40.4060248904004,81.6061629842969,52.9462609595608,267.831786742175,11.5882423325965,72.8150420052194
"DAB_277",1853.11589043343,2406.28001007496,27.7975997157915,38.9853947938211,80.9493501474701,57.4393877053893,280.509268160945,11.5840338120976,80.5186130731331
"DAB_295",2265.06917764733,2912.33416228992,27.5273711706699,40.7255518239833,81.4169809932048,59.5566207290556,339.447922453318,11.5806323446292,74.1101524715018
"DAB_302",2126.36439411389,2859.47991145332,27.6622706206096,40.0652122441613,81.1219464066349,64.490311798782,331.442317056842,11.5887494494845,74.8751940867273
"DAB_317",1936.44242880009,2561.22293667412,27.7923677687986,40.2914058922506,81.2024625100538,56.3001186262056,298.396663529266,11.58321388811,77.5131944862519
"DAB_344",2085.46895911941,2658.03854644607,27.6305787245962,40.6001543261953,81.1743269165763,52.1340173651636,312.730763208258,11.5898471796194,74.0799538731829
"DAB_353",1731.67007247202,1988.91170326106,26.9584299842652,40.6674801512479,81.3527711557281,49.2123684461117,238.201813066072,11.5839237851783,75.3554521375629
"DAB_366",2635.70285026904,3458.31640676862,27.273453596123,42.3245410240896,81.6609619808263,56.640827458537,394.29756341264,11.5878066318133,76.3393004265718
"DAB_374",1843.50034091506,2357.47838265941,27.6577122296336,43.0564909323901,81.9543166933109,50.9874629910579,277.135894861555,11.5874536308678,70.7837908004708
"DAB_380",2017.26236470249,2428.6527678886,26.9090318553695,40.5460136547932,80.0735585458008,57.3915547269956,285.143438089465,11.578585443697,73.4761107515232
"DAB_384",2072.31967840115,2454.51887570146,27.3950059817274,40.7514778105209,80.7130735536632,51.5146648727427,298.496513065259,11.5868024918407,72.5065601294083
"DAB_396",1962.54272271914,2529.1989792383,27.8742157578591,40.7600178395893,81.5305550683305,48.1378504997668,296.08292998303,11.5959437754084,76.849435392356
"DAB_398",1957.68163949385,2583.76221093018,27.8177813387089,43.7977304585606,81.7861718943178,52.591527211535,302.628520235383,11.5819956040225,74.5544915849049
"DAB_402",1880.61143493457,2491.14498576415,27.8050835408244,41.5502820456435,80.5238918030967,57.967140348375,293.414581579352,11.5881082939281,73.6291791352599
"DAB_441",1951.09748681441,2465.6688157196,27.5422884675371,41.2673375291634,80.313620390132,55.8279487059721,288.981127367143,11.5814042689556,76.4973227469518
"DAB_489",1965.84332554521,2704.25509968652,28.1049075950537,39.3794540489911,79.9445996450547,51.8402768291336,312.991390925639,11.5861872446761,76.9772053758987
"DAB_494",2032.00607132188,2628.41351140136,27.6046420506843,39.3853013738319,80.0450107702319,48.5280376816271,305.317284382298,11.5800803041464,78.9511069129011
"DAB_514",2017.96608406156,2310.79881330847,26.8289665706718,40.8523046054015,81.860158421,57.8124518338194,273.878128608959,11.5871902166108,78.3814752635259
"DAB_520",2103.48181795771,2828.28282111022,27.6328148908929,39.742765666439,80.6541076176165,50.0291810375611,324.197443501375,11.5882850967256,77.7463401405612
"DAB_525",2168.65997428004,2532.14124297528,26.8136305497333,38.4253885314501,80.5444873805542,56.6076162894464,296.144988625025,11.5873926025702,77.5554686680191
"DAB_528",1983.95159418372,2296.79344078801,26.9218623570956,42.0213714143308,81.2164082187143,49.0005646255434,268.152785566706,11.5820440917721,75.1817915100716
"DAB_534",1866.90514603424,2441.94179212487,27.774019996112,41.2487110863601,81.640291992001,60.9054239877339,285.902298448272,11.5957866444947,76.5618782527888
"DAB_541",1779.09187054964,2190.71214445362,27.4380359541127,39.9234798218367,80.3263147600808,52.393037351599,256.793004529208,11.5874625108256,78.8508009153491
"DAB_545",1831.03678431872,2345.84697293837,28.0613892937643,39.2312239408851,80.5342279063768,52.5719293091163,278.378573986034,11.5887607397678,77.5135142484457
"DAB_549",2077.02123422927,2414.04504253314,27.5617520861368,40.1588750280463,81.0588469253704,54.4957587840948,308.472448045814,11.5839260641087,77.7950101856846
"DAB_555",2038.35760999733,2607.69583333912,27.5826173826038,39.1336323705373,80.3104912125692,48.2922172245638,305.676024937528,11.5831615559067,77.5151537310419
"DAB_568",1812.52684499748,2386.84569040639,27.8082559314903,40.5938040112332,81.2213226055021,54.0207903787446,271.873691546184,11.5853665089936,73.703006782687
"DAB_569",2056.12140668519,2592.85866275537,27.4260033131515,43.6786828214676,82.8544561950574,54.7139805087199,307.472944739217,11.5878404143775,72.9369542284945
"DAB_570",1633.69770392021,2051.15119324251,27.7103635157106,41.5532355020997,82.0047614895746,55.8201986198914,241.167161858481,11.5901579549273,71.4631987903788
"DAB_571",2105.76928027205,2826.89539280481,27.6087501962884,45.1665347132887,82.2491204782126,61.0620196089713,327.11951850158,11.5822284195971,71.4017671792256
"DAB_572",1753.69371815363,2363.34474316558,28.0079036458753,44.5774617648982,81.7578026484255,51.7680354892474,276.467714576816,11.5883134079878,76.7359120933262
"DAB_573",2233.7082765199,2884.12261842446,27.4720607512099,40.6985699776162,80.6375944312041,55.4712108141141,335.985792711442,11.5871687807797,77.5872206769903
"DAB_574",2095.29812067877,2948.74721557976,28.1101202359908,43.3149729236581,81.6615987079827,65.3329165278203,343.652436712704,11.5883984033573,76.8306194382364
"DAB_575",1875.25566713216,2366.09896172271,27.4807240843887,42.5832759840897,81.4914957086524,47.1752879957603,275.801157033882,11.5911747303625,75.917437554184
"DAB_576",2463.88511650511,3185.33255472688,27.259176954911,43.1094622968564,82.0144802794366,57.5400116835801,365.497249892304,11.5898305416504,77.3041919195034
"DAB_577",2384.57487329795,3265.58906999865,27.731519783471,40.8842961805709,81.4934677633895,63.8420702863597,379.390943869611,11.5839974534355,77.7473571317031
"DAB_578",1732.24700490096,2219.66100503231,27.8289988117788,41.2196322789548,80.6569753677963,50.7588850273102,263.002840106944,11.589597036168,75.2085461502596
"DAB_579",1895.09067169897,2322.83618724939,27.2520516781478,41.2435149354487,80.7305368306676,61.1911991444966,271.439791977291,11.5873100032213,76.9096655511114
"DAB_580",2204.52158110015,2551.18001521247,27.3139492857687,42.694184495077,81.7957044180981,58.9566124655893,326.550126144584,11.5927109035663,75.3391255980029
"DAB_581",2004.20635004662,2584.18187945226,27.4930875783519,42.8591205483308,81.6794210901257,59.829773610098,300.413326171622,11.5830295801121,75.5820586220133
"DAB_582",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_583",1925.55899409502,2255.13642854257,27.0700634844452,41.2975807278242,81.7105936316901,47.3058081049683,270.103469763202,11.584821086525,76.7092225581285
"DAB_584",1640.21879316315,1863.20034636551,27.0657441146763,44.7162956675435,82.4571959938389,51.3396718970671,221.762451291777,11.5862675593287,72.9587253473831
"DAB_585",1616.70840764913,1847.72365419724,26.9769466100419,42.1899592078518,83.4671992973328,50.0246056131998,220.86698818949,11.5643249341553,72.1968148959033
"DAB_586",1682.98640827044,2176.16821625335,27.8404180583045,42.8553763874126,82.8824744632424,48.3747960319366,252.235975990341,11.586879065251,73.5536379050186
"DAB_587",2099.97364139923,2912.27638118268,27.9898488587179,39.8991826686847,81.3426669125077,53.8805953328016,338.20615872233,11.5842609879637,76.6776634307085
"DAB_588",2118.47103275924,2908.82623097736,27.8240058047739,39.8761808661139,80.9056407299621,44.646129338094,337.237359431433,11.5864523232034,74.3100386277006
"DAB_589",1997.18536158496,2451.79498004001,27.2947616158836,39.6660363926803,80.3027369922313,56.324754771151,288.330575977973,11.5888619431276,72.5129532926
"DAB_590",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_591",2394.361008772,2733.63117846624,27.195545186344,40.7185353531359,80.393596065823,55.61609703169,351.238086070712,11.5922501263935,75.8706270670523
"DAB_592",1756.46764369979,2079.80846723605,27.3793824144689,40.6589358674167,81.8695498232115,52.4304747817728,248.025582003343,11.591752807883,76.3122245020703
"DAB_593",1974.09478102813,2254.15611863188,27.0001910192036,40.3183888497298,80.9387346555729,50.5850659544658,270.696525416447,11.5866644910613,77.2169783928243
"DAB_594",2124.90618048942,2511.59389538767,27.0188212220724,39.0866377430992,80.8037442337418,56.4493295414917,294.133317809294,11.5824941312076,77.1056747152644
"DAB_596",2286.79381773449,2900.46449576614,27.1271624877305,39.9428039293582,81.1268460053228,54.7872075665354,335.551382687176,11.5861597358188,76.0607463461293
"DAB_597",1833.77261949877,2341.71186325536,27.6697853236203,40.5291947599464,80.7206097699609,55.6241141493823,274.659324667103,11.5818568071187,74.7760793751552
"DAB_598",2037.64111577724,2540.1145783954,27.269279086729,39.8685693433609,81.0464576673314,51.905547421253,297.707143494614,11.5885382860771,76.6422362989421
"DAB_600",1802.66649760274,2079.35951757614,27.0822402483768,41.8310410264766,81.5704886358053,60.9628868327087,243.272529938617,11.5839315663319,74.6335071075276
"DAB_602",1758.47512099236,2387.05354324944,28.278703986322,44.614096820722,82.0553195496432,55.0276878491846,275.959484301981,11.5919415714631,69.9389778043681
"DAB_603",1639.66732865098,2240.88389634974,28.2881394266628,42.7915695027067,82.3837307615254,48.8227714014277,260.176596588005,11.5886088043827,70.5592139510329
"DAB_604",1920.77867988092,2651.51539238824,28.1079670805958,41.5432957555663,82.6349319920294,58.3488186957989,303.920106026848,11.587233670545,75.6593192195328
"DAB_605",2013.14477467602,2690.22873759613,27.6872123490646,40.7598306806003,81.0484996102531,54.8878414971023,312.864940173597,11.582618133136,71.738183231616
"DAB_606",1952.63001336023,2650.74235311408,27.8277609178684,41.4435861536592,82.3149916074667,47.1061895739358,308.798984334864,11.5880191867681,76.6025017659679
"DAB_607",1843.8047466075,2293.70051862018,27.5378571163321,44.0513452286411,82.7270985493571,57.7558841345114,271.874288603697,11.5867269910783,76.7873172361826
"DAB_608",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_609",1922.83315665308,2403.46355732182,27.4856390843552,40.5627035474075,82.3693493704623,48.6122885771305,281.363699918363,11.5908871923425,76.5661065404303
"DAB_610",1881.3570181234,2372.69308518625,27.5811311435854,44.7313457507171,82.9039522809596,47.0871470255154,279.745276802161,11.5839710703682,75.6992861981671
"DAB_611",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_612",1620.84522890629,1827.32175171645,27.037808033763,41.626530008768,82.4567660907744,52.1950631504857,217.610047113723,11.5864914469453,72.5050692678687
"DAB_613",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_614",1996.22490078102,2538.76572302234,27.421354585644,39.3850374339318,80.0544011777383,52.1298673388036,296.143682389906,11.5999236145893,78.8424589127455
"DAB_615",2051.90731499167,2779.63608288993,27.7947545157645,39.9390159232264,80.6156756896426,52.6349231044408,322.882808074836,11.5846809969401,79.4228233613638
"DAB_616",2212.59231442252,2769.29523335053,27.026848769833,42.299846102645,83.5896232706254,47.0082986262304,312.430415225594,11.5828377206229,75.9932294817573
"DAB_617",2235.07147273205,2762.35330594272,27.0500808327595,40.2744965741143,80.6907170203001,53.4146177495889,322.089418765476,11.5873786069121,73.1254314246015
"DAB_618",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_619",2002.41842790084,2489.92676336768,27.3579849410058,40.5323693687545,80.9265035804494,53.1425111165657,290.441526917371,11.5935471930418,73.9510270023152
"DAB_620",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_621",2183.81314169767,2535.64537204871,26.6244699440425,40.0729324228709,80.4141826746967,55.0012533414608,294.094415571651,11.5805554740771,75.7498047911628
"DAB_622",2217.92131654587,2655.94153043761,27.0802414577195,39.8539091635136,81.0951093914894,55.1561486680238,313.640167456511,11.5859110680705,76.2109033894039
"DAB_623",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_624",2312.10910792291,2564.8545985981,26.4498782128858,40.9496757545264,80.5225411249757,51.9056622488625,300.910425632077,11.5895962986619,74.5172837772827
"DAB_625",2516.07185602475,2671.89877408966,25.9890047014051,39.0315912357477,80.4595350280565,54.3423570582675,312.094737317278,11.5841473539419,76.8757735860176
"DAB_626",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_627",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_628",2085.04614193721,2750.28016405527,27.5331377317046,40.1901551335037,80.6597398270573,53.8283522651807,317.568339832869,11.5802932042778,77.3173151967304
"DAB_629",1723.07893345001,2281.43867314802,28.0555169322166,40.9010279694469,80.7855180381059,52.3840263595718,270.549448782282,11.5840637214785,75.3045793020068
"DAB_630",2062.81390788101,2639.26688994227,27.3584708252123,39.9284858283303,80.3054478503043,55.0657986854471,309.003174618243,11.5905108796966,76.1629756313595
"DAB_631",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_633",1971.87071747867,2474.23027898657,27.2288433287342,39.9999108986143,80.8490360768711,45.590352127564,288.14165961539,11.5847304349227,74.7209654086208
"DAB_634",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_635",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_636",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_637",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_638",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_639",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_640",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_641",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_642",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_643",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_644",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_645",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_646",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_647",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_648",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_649",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_650",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_651",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_652",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_653",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_654",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_655",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_656",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_657",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_658",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_659",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAB_660",NA,NA,NA,NA,NA,NA,NA,NA,NA
