"line","YDHPL","YDHA","PLHA","DF","SW100","TSW","POM"
"DAA_141",2451.00182679911,2401.47169358015,40.1607434844735,31.6445391928472,48.1272553300483,532.760001322482,13.5380005944815
"DAA_142",3493.93586644194,1951.31111085474,20.3179012471305,33.406718736982,56.8340627856498,429.227718884069,13.1828016877171
"DAA_143",2303.46257492379,1736.00831947623,27.4871526489008,31.5479854715688,44.8880777337378,383.781612951153,13.9132495338177
"DAA_144",2376.05033709681,2072.48284310696,34.1110708512133,32.9305804378006,52.5601641492936,457.989875081779,13.3238429744533
"DAA_145",2396.31204040221,1978.62945826917,31.3609579288476,30.931578387369,51.8928724301985,436.375372881892,13.3721518927288
"DAA_146",2125.28496615495,2170.40858163223,41.0076564634819,31.3502047059217,45.7272671669383,482.910341223304,13.7929190034665
"DAA_147",2323.58689088786,2289.22986436922,39.1192074940555,31.6087927590288,55.4548111783098,508.966986404736,13.6386895769098
"DAA_148",3204.36932716401,1669.97755255001,18.9766794609009,30.2324802819814,50.0773458355823,368.665844794019,13.5590164526674
"DAA_149",1642.59797803875,1616.68385164021,38.6631192126731,30.2163822608437,45.2507343674434,357.905694455737,13.6726888206068
"DAA_150",1910.32824603891,1902.79613895796,34.9459869801038,30.6676875467779,43.1309604030601,420.435794894773,13.1873312749759
"DAA_151",2404.13926855487,1803.85784287782,28.4307821298903,31.4257994910134,52.8466485976346,396.873398877265,13.2631045352997
"DAA_152",1814.00082699239,1603.09043215222,37.3469231092077,31.766541564786,50.9131344442864,354.568650603942,13.587833506932
"DAA_153",2668.012327288,1833.34669973721,25.998834125849,31.9119393804051,48.2864666921092,405.861342806039,13.3638848309901
"DAA_154",2577.73505825091,1651.74406928069,24.0819662314739,32.3401488954662,49.7693339404579,362.711272030938,13.2484879717303
"DAA_155",NA,NA,NA,NA,NA,NA,NA
"DAA_159",NA,NA,NA,NA,NA,NA,NA
"DAA_164",NA,NA,NA,NA,NA,NA,NA
"DAA_166",NA,NA,NA,NA,NA,NA,NA
"DAA_173",NA,NA,NA,NA,NA,NA,NA
"DAA_175",NA,NA,NA,NA,NA,NA,NA
"DAA_178",2789.66206293119,1589.54979710951,20.0789759542114,34.1152823363359,42.195343199523,352.859031518568,13.3025641381119
"DAA_179",NA,1026.82742646471,8.21952699632074,34.7323613782038,34.0992387990681,226.462897542649,12.1416372195153
"DAA_180",2790.94311431597,2233.15273288291,32.358300122805,31.6816921679031,43.4371632332355,497.574959091506,13.6682127258323
"DAA_181",3322.09724130871,1956.64376933793,22.4341642363966,32.0765318831661,41.2293995464697,438.206322385259,14.2818650790206
"DAA_182",3031.3346499533,1612.33952761498,17.5427744314856,33.629646900859,37.7435413861353,356.181774366169,13.7413175885998
"DAA_183",NA,457.346904843967,3.4781654074486,36.1590846712651,24.6180502319653,101.198257099002,9.95424803732413
"DAA_184",2895.89140640383,1755.10653493235,23.2362072572072,32.5233083307795,48.0102883221823,391.235969823507,13.8630287818396
"DAA_185",3203.5033444051,805.528138093914,6.49945640112688,36.6531598524089,25.6067900731291,178.587429289597,10.0581027665434
"DAA_186",NA,826.680911221589,5.80993302170152,34.5025787845735,38.244207707895,180.931570014773,11.5493584046127
"DAA_187",2727.46374429974,1854.8925900337,23.3048375973241,33.7045798587715,57.3883961230162,409.93748685876,13.436303400658
"DAA_188",NA,880.520541808764,5.08309330001141,34.2113163997859,42.0760738381946,193.739795318784,10.1359908486696
"DAA_189",2462.36306963865,909.540285977139,10.527043076477,31.2973786911907,40.3970386186522,200.843638290553,10.5483177682346
"DAA_190",NA,754.437325306252,7.52816809762187,32.4022484669622,33.7055368820997,167.285142971945,9.75767105095538
"DAA_191",3992.45717101905,1381.7738439745,11.2004152687235,34.1271717947787,46.135410204122,304.818844300314,11.9024346828371
"DAA_192",4095.94830403018,1400.59361341446,11.1766742340783,34.5282115376292,53.5431453276878,310.488443447297,13.8867053352504
"DAA_193",2953.04964224001,1341.98642496235,15.0593159768784,35.8533016037056,52.0479431219948,297.87539407264,11.7351960456561
"DAA_194",NA,416.653162597231,2.61462690571057,36.8886796194403,24.7912715209246,89.103200300979,7.26494946968214
"DAA_195",3961.01584445475,1634.68800286172,15.1519238405003,33.4240084883046,54.851693041277,362.116017604915,13.4880170807149
"DAA_196",3570.10786164912,1533.7855837088,17.6660803360506,33.5616511389569,55.2022744516982,342.090083104405,13.9965439656445
"DAA_197",3212.20197192587,1330.84738964574,15.0541338255176,34.3365957437853,53.9484165218799,294.293488796397,13.5428454369242
"DAA_198",3632.42171820032,2162.51582991976,23.8510406519239,31.7697842227256,57.0542150549368,481.890250369686,13.7711254226679
"DAA_199",NA,903.376737560191,7.05975352876289,31.9143195193559,51.8625405090505,198.627718631245,13.2767486489523
"DAA_200",4520.24340837175,1225.11167980356,10.5488337559257,34.7028900500072,53.9356760914653,270.181487634381,13.0857081215776
"DAA_201",3164.41255861073,2184.42718347364,27.1422486431231,32.228231628762,53.8638956862962,482.695253323629,13.4015393882531
"DAA_203",3597.75103368514,1379.19399052461,16.0956058447411,32.794116148635,54.0384903410369,308.903764218318,13.7616365600286
"DAA_205",NA,705.252447430543,3.22574040945178,NA,31.0540264467415,155.00140456143,9.42772162525534
"DAA_206",2993.30328415593,1137.78996248994,13.6753433750406,35.8045448283074,37.9991041096863,254.860942958108,12.6854619842217
"DAA_207",NA,1013.60353926665,6.9847949276625,32.2359663823618,51.027375808078,223.795973199715,12.8291242642066
"DAA_208",NA,1165.59234864746,6.99031364392226,35.6502000532282,26.1782627685331,257.207441920646,7.85008899571348
"DAA_209",3034.91316469194,1849.39114434603,21.3170920442376,33.1409497775166,49.9057936437968,405.452148004761,12.8754304363584
"DAA_210",NA,126.60429812398,1.77252018733317,33.1069095391349,33.7324137497963,27.4057658354775,7.9444307980552
"DAA_211",3777.20425114243,1386.8967540116,12.0065816235563,34.9356191779933,49.5964286888442,303.007897537153,13.122270996815
"DAA_212",NA,620.149215254509,2.93180636038393,31.9079642652931,36.1616304435786,135.05774925181,9.15207994929003
"DAA_213",3302.14229159166,1079.57837215015,11.1075803191149,33.3510051688757,44.9959172377264,237.324515311065,12.0483558939411
"DAA_214",2768.24575495204,1705.71915707075,18.3869758275586,31.9783683485165,51.5709049676121,378.449401412207,13.740763922205
"DAA_215",NA,995.073252123401,6.69928278197618,34.0774803925205,48.2738285000364,219.258318586817,12.6773604215783
"DAA_216",NA,910.244834582667,5.9286444647573,37.288925416881,37.3429726744177,199.945814251703,9.08155887686732
"DAA_217",NA,1010.45024760767,9.30053277483674,37.9234834357891,37.9680655928477,222.343066583519,11.6379623049378
"DAA_218",3877.54551608286,1896.31200027274,19.4167141978556,32.0695307267379,50.9422372655003,418.336950121043,13.1961439464223
"DAA_221",4016.58435179788,1035.26638887339,9.84715452793192,34.329246592215,44.6816267209278,229.498762753709,12.6637692920354
"DAB_001",NA,NA,NA,NA,NA,NA,NA
"DAB_049",2715.30945536769,2435.63894171949,36.3007224258161,34.9197706119885,32.2207706718871,544.816846554503,14.2634614656333
"DAB_052",3430.32773373742,2366.33125790744,25.2210673659218,36.2550917433124,29.3238635882045,515.136642801565,12.34002868078
"DAB_053",NA,NA,NA,NA,NA,NA,NA
"DAB_062",3045.20162408383,1714.78208989117,19.888302234418,32.5488196798791,49.3414576738757,379.935616131998,13.4254749924749
"DAB_064",2386.9471068235,1494.33814872153,28.2537304958874,34.54138957605,50.8486878807555,329.556075743298,13.1751651295801
"DAB_065",2059.15119197438,1765.4911125174,31.5951412616806,33.3807044383928,51.3563547254252,390.241254071506,13.4217362330739
"DAB_066",2006.90290170629,1485.86078676322,27.4716452130245,36.3398738975639,47.4382295763417,328.521109414405,13.8741043824103
"DAB_084",2492.8877350383,1993.12780847544,29.1931798780765,34.0121283935534,42.1041822675724,441.582537496601,13.6464905684149
"DAB_090",NA,NA,NA,NA,NA,NA,NA
"DAB_096",NA,NA,NA,NA,NA,NA,NA
"DAB_105",NA,NA,NA,NA,NA,NA,NA
"DAB_106",2595.10276448701,2076.55509951152,31.0791281345774,34.1886133607118,41.7092036441767,460.390997304566,13.6822484667233
"DAB_107",NA,NA,NA,NA,NA,NA,NA
"DAB_109",NA,NA,NA,NA,NA,NA,NA
"DAB_150",NA,NA,NA,NA,NA,NA,NA
"DAB_158",NA,NA,NA,NA,NA,NA,NA
"DAB_159",NA,NA,NA,NA,NA,NA,NA
"DAB_187",4033.40635326759,1774.52512564499,17.6284617364326,32.4474889876503,35.697275069153,389.512597077772,12.942743877759
"DAB_231",3067.35321028795,1670.53461929653,17.9208177592957,32.6336547205,58.7482560532858,370.997586878303,12.7132180201334
"DAB_233",2550.49273390728,1801.00073202363,27.8347344767849,31.3544138533374,50.206186469823,395.743685134188,13.1956956775402
"DAB_236",NA,NA,NA,NA,NA,NA,NA
"DAB_244",2403.29320965311,1606.65715829586,24.1310919828999,31.651040821244,50.1838665511895,355.106769092719,13.5260254482524
"DAB_251",2944.129129797,1710.08671522907,22.1804389117201,32.1110515325043,49.3851659323997,380.537082786686,13.8357392591771
"DAB_252",3102.44228751231,1983.97530549738,24.9387282958135,32.5809148170866,49.7310260607457,439.166506824691,13.4998456690598
"DAB_256",NA,NA,NA,NA,NA,NA,NA
"DAB_258",NA,NA,NA,NA,NA,NA,NA
"DAB_267",2641.46845791114,1409.50075871562,18.9815906431782,30.9828028984107,50.2837002090223,315.229683100917,13.5163290980784
"DAB_277",2597.4435906772,1595.83429092843,17.2528574304021,32.5453321351552,44.4471344275909,352.534064048184,12.325969664077
"DAB_295",3516.96544986369,2011.03179107391,20.4914302033021,31.1669529875762,53.0908937269639,447.346290075997,13.9850899436504
"DAB_302",2966.00599189301,2119.31017653441,26.7873022002716,32.3875282672774,52.6701371787948,466.223522205299,12.9449470416653
"DAB_317",2972.02950438481,1852.33551355141,23.032744946775,32.275716426612,49.1449188977198,413.483916365975,12.0645992581615
"DAB_344",4203.08466782927,1412.95779720142,9.11252145822616,31.4728101262447,55.0539343705415,308.578243671424,12.9878048406406
"DAB_353",NA,NA,NA,NA,NA,NA,NA
"DAB_366",3073.48621685355,1704.18927593286,19.3228979393138,32.6179620795429,47.6118960328772,374.684821748714,12.7224241986622
"DAB_374",3004.10275820133,1756.79187285321,21.7248911454249,31.3428039190999,46.5671815314359,388.664261122218,13.9229929543599
"DAB_380",NA,1728.82179559851,13.2701313924866,32.039677496032,54.2003825191022,381.282016593222,13.3872933750174
"DAB_384",NA,NA,NA,NA,NA,NA,NA
"DAB_396",3652.27314779786,2033.32399141484,20.2263159460934,33.6157433003924,44.9674953448836,449.14881906512,13.1928880511272
"DAB_398",3840.83484904573,1986.09224144074,20.440812888392,33.0732019407784,44.1873480872873,440.51638486812,13.5426601154773
"DAB_402",3321.9415789235,1815.43299687927,21.904536756001,33.4714715210909,58.3622054383768,402.839833936074,13.4645773797328
"DAB_441",3415.33487551603,2109.01993455047,23.5882227712705,31.9594583819714,53.5963642101897,466.138702075317,13.28197501935
"DAB_489",3768.94471862196,1622.75255214673,13.042582530252,31.5025083613436,50.4519168866545,359.408916561759,13.6974372475791
"DAB_494",2439.3702919439,2209.26600815062,35.8415769447084,31.2005669364062,42.3044820306985,488.450715061356,13.3315420812399
"DAB_514",4036.2231349852,1797.62452170857,17.0140556329026,33.1710086190576,55.5795731876036,396.026077617142,13.1421250789978
"DAB_520",2888.82118303137,1649.67539561573,19.7995222300603,30.6535597324479,45.934572592519,362.935511160565,13.1288393908409
"DAB_525",NA,1322.34257675,9.76444333805174,31.4943757034207,51.7330284367802,287.653198500126,13.1599413366557
"DAB_528",NA,NA,NA,NA,NA,NA,NA
"DAB_534",3243.15784265553,2309.84251511288,23.2892107940772,31.2926261190938,54.0300424404891,510.455575343248,13.5775802097012
"DAB_541",NA,NA,NA,NA,NA,NA,NA
"DAB_545",2307.93914629611,1875.07729343493,31.7387658441697,31.3910038593846,47.2349434676279,417.172551622053,13.8562181760344
"DAB_549",2306.22325990762,1403.37742968865,20.7025436274326,30.5123550537492,44.0201114089743,309.941924930517,13.5597016193457
"DAB_555",2556.64077851625,1623.32423930032,22.7058365511098,30.8237806329609,46.0446330096135,361.619450407808,13.800607314359
"DAB_568",2288.32350090339,2378.61900151846,35.8440935573323,33.6330726315588,46.9178727503625,524.207902157448,12.7626712192335
"DAB_569",2152.21471265504,1750.18098712791,31.2999633532801,33.4792163605907,47.48394412374,384.775920391475,13.3581904019122
"DAB_570",NA,NA,NA,NA,NA,NA,NA
"DAB_571",2029.17091868207,1397.6094632308,23.7299519958955,34.9698430295348,51.9519677880563,309.79632341006,11.9073869100057
"DAB_572",NA,NA,NA,NA,NA,NA,NA
"DAB_573",2389.6199518311,1999.11186256516,28.7705851990631,34.9009813115908,48.7572572297716,434.427912572238,11.7708799310008
"DAB_574",NA,NA,NA,NA,NA,NA,NA
"DAB_575",NA,NA,NA,NA,NA,NA,NA
"DAB_576",2201.11780105656,1729.24628690287,30.2867104461929,31.5362501398796,57.6024260168852,384.65347066397,13.8608947380228
"DAB_577",2569.20683664792,2004.38586116254,30.4280934231964,31.0309939179617,58.6509180730145,439.27244042687,13.2938329193948
"DAB_578",NA,NA,NA,NA,NA,NA,NA
"DAB_579",2420.3331325484,1928.03445230376,26.8222166803159,35.0075529028023,55.3279881118891,425.545214292738,12.6280704253212
"DAB_580",2546.92809204051,1814.31494537766,27.6994151614428,35.0414868096681,58.5119668732546,398.35203005649,13.1171636240676
"DAB_581",NA,NA,NA,NA,NA,NA,NA
"DAB_582",NA,NA,NA,NA,NA,NA,NA
"DAB_583",1588.11098965992,1607.60964746722,33.5776955743818,30.4457740403412,47.3741893555954,356.313430729332,13.5196903998073
"DAB_584",NA,NA,NA,NA,NA,NA,NA
"DAB_585",2091.11365056192,1345.6219663772,24.4283081230235,32.0920691294234,47.2665724821044,293.325173110351,11.3875631677343
"DAB_586",NA,NA,NA,NA,NA,NA,NA
"DAB_587",2361.54044947635,1846.87964862088,28.4491126742682,31.4097183945766,50.1327342881958,406.795081161558,12.863004904714
"DAB_588",2366.44076607402,1751.93594644291,26.870589776862,33.0631930727173,45.6324672565523,387.352038182659,13.5931666309874
"DAB_589",NA,NA,NA,NA,NA,NA,NA
"DAB_590",NA,NA,NA,NA,NA,NA,NA
"DAB_591",NA,1399.68589296952,10.3238172005319,33.7187191035297,49.537709905532,308.573353288625,13.8274639664729
"DAB_592",NA,NA,NA,NA,NA,NA,NA
"DAB_593",3407.11859908436,1505.14564334468,15.2478416115219,33.0810832847502,48.0111700456999,330.731283039918,13.3032535202415
"DAB_594",NA,947.948023981304,8.79235752930902,33.2354066537674,51.0112075431402,208.496202113596,12.792893792979
"DAB_596",NA,760.274981412481,5.9318015297132,33.3612537138454,46.3211495427585,164.396089114976,13.3221904299526
"DAB_597",NA,NA,NA,NA,NA,NA,NA
"DAB_598",NA,1603.00113372577,10.8213788277585,33.1782549308326,50.2166362511386,354.812882378888,13.5704910798565
"DAB_600",NA,NA,NA,NA,NA,NA,NA
"DAB_602",NA,NA,NA,NA,NA,NA,NA
"DAB_603",NA,NA,NA,NA,NA,NA,NA
"DAB_604",2725.54462991247,2094.37225427423,30.5342771203347,32.0851484483077,51.5311531618424,463.911249271059,13.4681960453857
"DAB_605",2286.96380726243,1774.83248070866,28.8231336001639,35.0168705568963,45.3690218634494,393.653331879431,13.5816831679904
"DAB_606",NA,NA,NA,NA,NA,NA,NA
"DAB_607",NA,NA,NA,NA,NA,NA,NA
"DAB_608",NA,NA,NA,NA,NA,NA,NA
"DAB_609",NA,NA,NA,NA,NA,NA,NA
"DAB_610",3262.85305583666,1833.2539144149,18.860297595186,36.1049119805664,48.8128617071972,402.596504840058,12.9041353033952
"DAB_611",NA,NA,NA,NA,NA,NA,NA
"DAB_612",NA,NA,NA,NA,NA,NA,NA
"DAB_613",NA,NA,NA,NA,NA,NA,NA
"DAB_614",3359.44691252305,1406.86537076233,12.3745533385441,32.520067174827,43.2876483966223,308.121469257003,12.4561708671701
"DAB_615",2590.99397389872,1697.65879572861,25.4578033372161,31.0570863366985,48.2085775934709,371.960995662017,13.0662660948356
"DAB_616",2117.69427474256,1460.64590369225,24.6754836864555,37.6573890529655,45.4345738691289,323.360492700879,13.3884648066357
"DAB_617",3347.33248827128,1334.37466627816,14.8234861457339,31.7668681396866,47.9140323575094,295.015902669802,13.4682440777021
"DAB_618",NA,NA,NA,NA,NA,NA,NA
"DAB_619",NA,NA,NA,NA,NA,NA,NA
"DAB_620",NA,NA,NA,NA,NA,NA,NA
"DAB_621",3270.80380367364,1360.63841846311,12.7727874167017,32.7540452670954,46.6003464324818,298.498941686622,13.3086563240588
"DAB_622",2321.33096299778,1576.14288109486,16.3273687809229,33.1159338102313,48.8921481093093,345.524296142337,13.159544550348
"DAB_623",NA,NA,NA,NA,NA,NA,NA
"DAB_624",3028.79233111173,1656.48449590342,15.4856257737491,33.4771020769768,45.348431490049,368.222587237982,13.476002516315
"DAB_625",3267.35591246516,1701.57855110341,13.6042886517182,32.3667013050653,48.0618061601069,377.337613890637,13.1306107322801
"DAB_626",NA,NA,NA,NA,NA,NA,NA
"DAB_627",NA,NA,NA,NA,NA,NA,NA
"DAB_628",3713.47840068782,1350.84568767557,12.653530913512,33.1791318797987,48.4461044238553,299.056111002633,13.4854379909868
"DAB_629",NA,1063.21692181642,8.29877291766914,33.8030759254241,49.4102475466301,234.647903758741,14.1947516525003
"DAB_630",3616.04762652026,1561.38690241737,11.0138160540116,33.5926168530732,46.5206930483742,347.602711581993,13.7399073253967
"DAB_631",NA,NA,NA,NA,NA,NA,NA
"DAB_633",NA,NA,NA,NA,NA,NA,NA
"DAB_634",NA,NA,NA,NA,NA,NA,NA
"DAB_635",NA,NA,NA,NA,NA,NA,NA
"DAB_636",NA,NA,NA,NA,NA,NA,NA
"DAB_637",NA,NA,NA,NA,NA,NA,NA
"DAB_638",NA,NA,NA,NA,NA,NA,NA
"DAB_639",NA,NA,NA,NA,NA,NA,NA
"DAB_640",NA,NA,NA,NA,NA,NA,NA
"DAB_641",NA,NA,NA,NA,NA,NA,NA
"DAB_642",NA,NA,NA,NA,NA,NA,NA
"DAB_643",NA,NA,NA,NA,NA,NA,NA
"DAB_644",NA,NA,NA,NA,NA,NA,NA
"DAB_645",NA,NA,NA,NA,NA,NA,NA
"DAB_646",NA,NA,NA,NA,NA,NA,NA
"DAB_647",NA,NA,NA,NA,NA,NA,NA
"DAB_648",NA,NA,NA,NA,NA,NA,NA
"DAB_649",NA,NA,NA,NA,NA,NA,NA
"DAB_650",NA,NA,NA,NA,NA,NA,NA
"DAB_651",NA,NA,NA,NA,NA,NA,NA
"DAB_652",NA,NA,NA,NA,NA,NA,NA
"DAB_653",NA,NA,NA,NA,NA,NA,NA
"DAB_654",NA,NA,NA,NA,NA,NA,NA
"DAB_655",NA,NA,NA,NA,NA,NA,NA
"DAB_656",NA,NA,NA,NA,NA,NA,NA
"DAB_657",NA,NA,NA,NA,NA,NA,NA
"DAB_658",NA,NA,NA,NA,NA,NA,NA
"DAB_659",NA,NA,NA,NA,NA,NA,NA
"DAB_660",NA,NA,NA,NA,NA,NA,NA
"DAB_661",NA,NA,NA,NA,NA,NA,NA
"DAB_662",NA,NA,NA,NA,NA,NA,NA
"DAB_663",NA,NA,NA,NA,NA,NA,NA
"DAB_664",NA,NA,NA,NA,NA,NA,NA
"DAB_665",NA,NA,NA,NA,NA,NA,NA
"DAB_666",NA,NA,NA,NA,NA,NA,NA
"DAB_667",NA,NA,NA,NA,NA,NA,NA
"DAB_668",NA,NA,NA,NA,NA,NA,NA
"DAB_669",NA,NA,NA,NA,NA,NA,NA
"DAB_670",NA,NA,NA,NA,NA,NA,NA
"DAB_671",NA,NA,NA,NA,NA,NA,NA
"DAB_672",NA,NA,NA,NA,NA,NA,NA
"DAB_673",NA,NA,NA,NA,NA,NA,NA
"DAB_674",NA,NA,NA,NA,NA,NA,NA
"DAB_675",NA,NA,NA,NA,NA,NA,NA
"DAB_676",NA,NA,NA,NA,NA,NA,NA
"DAB_677",NA,NA,NA,NA,NA,NA,NA
"DAB_678",NA,NA,NA,NA,NA,NA,NA
"DAB_679",NA,NA,NA,NA,NA,NA,NA
"DAB_680",NA,NA,NA,NA,NA,NA,NA
"DAB_681",NA,NA,NA,NA,NA,NA,NA
"DAB_682",NA,NA,NA,NA,NA,NA,NA
"DAB_683",NA,NA,NA,NA,NA,NA,NA
"DAB_684",NA,NA,NA,NA,NA,NA,NA
"DAB_685",NA,NA,NA,NA,NA,NA,NA
"DAB_686",NA,NA,NA,NA,NA,NA,NA
"DAB_687",NA,NA,NA,NA,NA,NA,NA
"DAB_900",2287.21820801337,2209.20902251447,37.6728881314294,30.4148517961316,49.0439048464318,489.031891352119,13.4069313339205
"DAB_901",NA,NA,NA,NA,NA,NA,NA
"DAB_902",2110.64927073821,1591.43071972196,27.7134246614965,30.5891858856976,55.6933810088542,353.023689176312,14.0221861376467
"DAB_903",2750.83102490227,2174.80060041219,29.6811387979551,31.0868814122342,49.2233410313211,475.774074910417,13.0991644189072
"DAB_904",NA,NA,NA,NA,NA,NA,NA
"DAB_905",NA,NA,NA,NA,NA,NA,NA
"DAB_906",2784.1983335696,1778.47941655731,24.0808924203351,31.0123835943451,49.9164025266777,389.588365365205,13.2090684981729
"DAB_907",NA,NA,NA,NA,NA,NA,NA
"DAB_908",NA,NA,NA,NA,NA,NA,NA
"DAB_909",NA,NA,NA,NA,NA,NA,NA
"DAB_910",2188.06571494386,1597.46814767293,25.2194471704673,31.9449431735209,52.4387206278687,352.919132862573,13.6575412231287
"DAB_911",NA,NA,NA,NA,NA,NA,NA
"DAB_912",1901.76255312085,1912.58234160582,40.2261982376405,31.2623608460247,48.381192875836,423.858569402233,13.8733494082851
"DAB_913",NA,NA,NA,NA,NA,NA,NA
"DAB_914",NA,NA,NA,NA,NA,NA,NA
"DAB_915",2516.66290119557,2066.14190130914,30.6961180594434,30.7510067222564,54.9778953282051,457.721707582839,13.3383785034863
"DAB_916",NA,NA,NA,NA,NA,NA,NA
"DAB_917",NA,NA,NA,NA,NA,NA,NA
"DAB_918",NA,NA,NA,NA,NA,NA,NA
"DAB_919",NA,NA,NA,NA,NA,NA,NA
"DAB_920",NA,NA,NA,NA,NA,NA,NA
"DAB_921",NA,NA,NA,NA,NA,NA,NA
"DAB_922",NA,NA,NA,NA,NA,NA,NA
"DAB_923",NA,NA,NA,NA,NA,NA,NA
"DAB_924",NA,NA,NA,NA,NA,NA,NA
"DAB_925",3101.80745082938,1949.92093062333,23.5207731308474,30.2509813427686,50.6589901299617,429.961796968035,13.1580503224539
"DAB_926",2843.89004485255,1939.41731694906,26.6719173172091,31.6299748346028,47.6034334673171,421.591962935933,12.7090699151524
"DAB_927",NA,NA,NA,NA,NA,NA,NA
"DAB_928",2810.76345787106,1281.27666311612,14.0999576825344,31.3467476303647,41.6174162959771,285.55759456763,13.6606965724293
"DAB_929",2807.80623935399,1206.74622256572,13.153006512237,30.0193540910701,47.4000786662573,265.93923811732,13.6655492213777
"DAB_930",3415.45521622668,2141.11366511296,24.7963791025257,30.7061402477144,50.7010468355469,472.38359915394,13.4636487915445
"DAB_931",NA,NA,NA,NA,NA,NA,NA
"DAB_932",4002.00238081638,1673.93667494766,15.5658302034164,29.7916343118839,46.9028161594594,371.677223039033,13.9165013286056
"DAB_933",3856.14808710033,1799.42929816807,17.5326300875341,30.8419064877182,52.5313781161211,400.692900010835,14.0965638065885
"DAB_934",3046.75728065623,1791.76868200563,21.3820753307532,31.9385985229543,40.6448394567381,395.006687611678,13.0896783887454
"DAB_935",NA,NA,NA,NA,NA,NA,NA
"DAB_936",NA,NA,NA,NA,NA,NA,NA
"DAB_937",NA,NA,NA,NA,NA,NA,NA
"DAB_938",NA,NA,NA,NA,NA,NA,NA
"DAB_939",2792.96320454842,2573.71107539955,36.989071008109,30.7835555409479,41.8799679832108,567.813561256971,13.2855254587358
"DAB_940",2473.61757993385,1778.95059541241,26.8100759552631,30.4397160674256,39.8406376133377,393.296359471724,13.1733159332457
"DAB_942",NA,NA,NA,NA,NA,NA,NA
"DAD_019",NA,NA,NA,NA,NA,NA,NA
"DAD_036",NA,NA,NA,NA,NA,NA,NA
"DAD_044",NA,NA,NA,NA,NA,NA,NA
"DAD_587",NA,NA,NA,NA,NA,NA,NA
"DAN_001",NA,NA,NA,NA,NA,NA,NA
"DAN_002",NA,NA,NA,NA,NA,NA,NA
"DAN_003",NA,NA,NA,NA,NA,NA,NA
"DAN_004",NA,NA,NA,NA,NA,NA,NA
"DAN_005",2267.98304761669,1718.61844601382,30.1839447530265,33.4566147136455,54.015592336247,379.26414624009,13.2840284373755
"DAN_006",NA,NA,NA,NA,NA,NA,NA
"DAN_007",NA,NA,NA,NA,NA,NA,NA
"DAN_008",NA,NA,NA,NA,NA,NA,NA
"DAN_009",NA,NA,NA,NA,NA,NA,NA
"DAN_010",NA,NA,NA,NA,NA,NA,NA
"DAN_011",NA,NA,NA,NA,NA,NA,NA
"DAN_012",NA,NA,NA,NA,NA,NA,NA
"DAN_013",NA,NA,NA,NA,NA,NA,NA
"DAN_014",NA,NA,NA,NA,NA,NA,NA
"DAN_015",NA,NA,NA,NA,NA,NA,NA
"DAN_016",2791.02170407854,1885.39916510019,27.4282198525259,31.9166573789431,47.3354718847239,417.796880349769,13.7994904991207
"DAN_017",NA,NA,NA,NA,NA,NA,NA
"DAN_018",NA,NA,NA,NA,NA,NA,NA
"DAN_019",NA,NA,NA,NA,NA,NA,NA
"DAN_020",NA,NA,NA,NA,NA,NA,NA
"DAN_021",NA,NA,NA,NA,NA,NA,NA
"DAN_022",2676.68725636535,2025.06593319232,29.6477667337625,31.5891806509784,49.2398383702251,447.229511421291,12.9849248938797
"DAN_023",NA,NA,NA,NA,NA,NA,NA
"DAN_024",NA,NA,NA,NA,NA,NA,NA
"DAN_025",NA,NA,NA,NA,NA,NA,NA
"DAN_027",NA,NA,NA,NA,NA,NA,NA
"DAN_028",NA,NA,NA,NA,NA,NA,NA
"DAN_029",2765.48703877461,1524.03435871014,20.5748147364722,31.1666115456802,53.8878858763716,338.763445907306,13.3325595327401
"DAN_030",NA,NA,NA,NA,NA,NA,NA
"DAN_031",NA,NA,NA,NA,NA,NA,NA
"DAN_032",NA,NA,NA,NA,NA,NA,NA
"DAN_033",NA,NA,NA,NA,NA,NA,NA
"DAN_034",1333.353427196,1303.43037318449,37.9982342737016,34.3943885057657,51.2168861941786,289.258932449978,13.3882655699184
"DAN_035",2118.12467100529,2173.5478597363,42.7754134145238,31.4307080645121,47.3292966180849,482.952752446887,13.8058059507881
"DAN_036",2136.76412441823,1814.99170153043,30.7596421758233,31.0536057961436,49.0369634043997,404.295298070342,14.0048715973725
"DAN_037",1969.39526542373,1355.99198450656,24.7272537626512,32.1060277363556,47.0358071608191,300.549369093486,12.8164411143878
"DAN_038",2068.41912926876,2052.55176088005,39.9302839460535,31.7574901925083,52.775078669173,458.136859446275,13.9992378828928
"DAN_039",NA,NA,NA,NA,NA,NA,NA
"DAN_040",2100.0816157345,2222.46832507108,40.2805041746762,32.6614192087643,55.4948397120392,495.260926508937,13.9643455030256
"DAN_041",2219.81748789358,2161.8613786535,41.195888962373,33.6957855930825,47.0354562995377,481.11215365562,13.9257100009374
"DAN_042",1590.3762234364,1783.01044574682,42.8731835401251,31.5261205820001,49.0204029495752,396.513914907068,13.4731739569862
"DAN_043",2785.09936492125,1809.78853018967,24.4447995914476,32.0672226679268,53.9076625073763,401.934384948433,13.746659736304
"DAN_044",1840.57546872786,1751.07032918457,36.4066439446162,32.8321237257975,55.7864827432087,385.027580017137,12.3574322158103
"DAN_045",NA,NA,NA,NA,NA,NA,NA
