"line","YDHPL","YDHA","PLHA","SW100","TSW","POM"
"DAB_902",835.198522615509,908.069141105328,22.9388558628254,23.8295555119744,94.7924004205427,8.63153925570665
"DAB_903",816.316101093414,986.811744011659,30.2311888939236,24.7069217360497,144.045701163836,11.0942647608578
"DAB_904",916.345816343145,1146.4849868606,34.2783672557138,23.1591115667028,196.374607537321,12.4657338879822
"DAB_905",846.998192555746,858.158292623437,25.6306414277386,22.374999560711,126.762169944222,11.2249317207056
"DAB_906",1208.88692825047,1377.42517267769,24.8847176787582,25.0144801065425,164.812466899424,11.0786999820221
"DAB_909",800.710748217921,1030.76216645324,26.9244224821051,22.1196345255918,137.333368589298,8.71734141083492
"DAB_910",1034.40932286352,1190.92869301571,29.9384296632325,25.756045487163,201.554289953124,13.1345985098145
"DAB_912",900.661943089557,1111.48528619908,24.5520764326181,26.932853427802,129.135820871682,11.3129218845963
"DAB_913",678.348310803102,671.343139251279,21.4506431602331,20.0690899898747,74.6703384850989,6.95368104854692
"DAB_914",846.453409794708,991.504477513042,21.1006773816083,22.2231714480625,100.351800373989,9.24175603678229
"DAB_915",798.244558883667,956.875050124689,27.451394292525,21.4655613831524,128.619091042217,8.39932130369049
"DAB_916",794.863814123416,813.911530569459,23.1449439509933,24.4016947221603,96.1055561278259,9.71644499188746
"DAB_917",1027.1195541874,1085.28979801572,21.6963775556664,27.7779981366108,124.146216410628,10.6743222126559
"DAB_919",1518.81268422863,1343.69024861807,17.8011186084331,22.5878514244037,141.307393272705,9.1770348508161
"DAB_920",837.229526904688,911.104063273356,25.6881692112701,23.0553601574856,135.736382663681,11.3752181639912
"DAB_921",793.43444643509,846.613241198075,25.462152078199,21.2524350602374,115.653963755939,9.37436227510404
"DAB_923",825.470071316553,931.431318426697,26.2791117662779,22.933840247298,130.12943136589,10.6904631573392
"DAB_924",888.995790471629,1074.93971422853,14.5426602827522,31.3998415430997,60.4143705341673,4.96012151622737
